State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
Florida,2007,1657872,1951183,277341,375560,14208574, 11.66 , 1.95 , 13.73 , 2.64 ,583174,689660,131892,180434,2042705,28.54,6.45,33.76,8.83
Georgia,2007,722678,954431,166432,220664,7017887, 10.29 , 2.37 , 13.59 , 3.14 ,377917,497106,94994,125786,2005559,18.84,4.73,24.78,6.27
Hawaii,2007,48424,67954,12321,18299,997623, 4.85 , 1.23 , 6.81 , 1.83 ,2384,3289,564,817,20125,11.84,2.80,16.34,4.06
Idaho,2007,72241,96412,22674,29993,1091585, 6.61 , 2.07 , 8.83 , 2.74 ,1245,1674,449,604,7886,15.79,5.70,21.23,7.66
Illinois,2007,544305,699718,234720,279935,9654392, 5.63 , 2.43 , 7.24 , 2.89 ,246894,320428,153949,181016,1322003,18.67,11.64,24.23,13.69
Indiana,2007,409065,501028,100256,127370,4758979, 8.59 , 2.10 , 10.52 , 2.67 ,120550,150722,39761,50495,382670,31.50,10.39,39.38,13.19
Iowa,2007,102535,124216,41874,50606,2276363, 4.50 , 1.83 , 5.45 , 2.22 ,11128,14985,5258,7443,58899,18.89,8.92,25.44,12.63
Kansas,2007,106445,124430,41345,50041,2079051, 5.11 , 1.98 , 5.98 , 2.40 ,27551,33027,12144,15025,123957,22.22,9.79,26.64,12.12
Kentucky,2007,154544,211495,80650,102473,3236045, 4.77 , 2.49 , 6.53 , 3.16 ,35334,50448,20580,27031,227999,15.49,9.02,22.12,11.85
Louisiana,2007,219429,322347,111732,149073,3214672, 6.82 , 3.47 , 10.02 , 4.63 ,135613,198483,78230,104407,948320,14.30,8.24,20.93,11.00
Maine,2007,36526,44278,8868,10961,1037541, 3.52 , 0.85 , 4.26 , 1.05 ,415,752,104,232,10109,4.10,1.03,7.43,2.30
Maryland,2007,242317,308545,89870,112650,4259768, 5.68 , 2.10 , 7.24 , 2.64 ,143928,186837,59319,76642,1186073,12.13,5.00,15.75,6.46
Massachusetts,2007,279793,388591,33017,42716,5017648, 5.57 , 0.65 , 7.74 , 0.85 ,66887,93823,8354,11076,275082,24.31,3.03,34.10,4.02
Michigan,2007,275140,351621,113996,164229,7621612, 3.61 , 1.49 , 4.61 , 2.15 ,72738,111555,53870,79956,994482,7.31,5.41,11.21,8.04
Minnesota,2007,257984,318637,43222,52690,3938165, 6.55 , 1.09 , 8.09 , 1.33 ,31790,42353,10255,13353,168773,18.83,6.07,25.09,7.91
Mississippi,2007,111791,158093,49752,71254,2152342, 5.19 , 2.31 , 7.34 , 3.31 ,65864,94525,28640,43320,751199,8.76,3.81,12.58,5.76
Missouri,2007,273012,377257,113705,143549,4451113, 6.13 , 2.55 , 8.47 , 3.22 ,80053,112591,35700,47745,462235,17.31,7.72,24.35,10.32
Montana,2007,34943,48181,12528,15959,737810, 4.73 , 1.69 , 6.53 , 2.16 ,398,610,170,258,4093,9.72,4.15,14.90,6.31
Nebraska,2007,53667,64019,17062,21391,1327093, 4.04 , 1.28 , 4.82 , 1.61 ,8566,10478,3666,4773,57367,14.93,6.39,18.26,8.32
Nevada,2007,71240,97976,38297,51542,1901032, 3.74 , 2.01 , 5.15 , 2.71 ,18439,25604,9573,13182,152763,12.07,6.26,16.76,8.62
New Hamp,2007,30204,38078,8678,11608,1017230, 2.96 , 0.85 , 3.74 , 1.14 ,2395,2801,584,775,11687,20.49,4.99,23.96,6.63
New Jersey,2007,418552,527119,129950,156777,6623152, 6.31 , 1.96 , 7.95 , 2.36 ,211941,266037,71902,88370,854461,24.80,8.41,31.13,10.34
New Mexico,2007,82189,111195,29256,35481,1473150, 5.57 , 1.98 , 7.54 , 2.40 ,8124,9963,3243,3787,37101,21.89,8.74,26.85,10.20
New York,2007,450862,631963,236140,298317,14881415, 3.02 , 1.58 , 4.24 , 2.00 ,221811,299659,139630,171629,2402306,9.23,5.81,12.47,7.14
North Carolina,2007,306201,382508,130221,163237,6848148, 4.47 , 1.90 , 5.58 , 2.38 ,151988,191759,69129,88420,1388088,10.94,4.98,13.81,6.36
North Dakota,2007,20375,25424,6309,7725,496634, 4.10 , 1.27 , 5.11 , 1.55 ,532,767,201,286,5611,9.48,3.59,13.68,5.11
Ohio,2007,529591,659596,221569,272300,8711989, 6.07 , 2.54 , 7.57 , 3.12 ,224436,275630,103197,127400,949664,23.63,10.86,29.02,13.41
Oklahoma,2007,202855,255828,69277,93474,2716061, 7.46 , 2.55 , 9.41 , 3.44 ,49347,62695,19768,27083,206751,23.86,9.56,30.32,13.09
Oregon,2007,122747,189926,46557,60475,2882701, 4.25 , 1.61 , 6.58 , 2.09 ,8728,13769,4908,6259,58266,14.98,8.42,23.63,10.74
Pennsylvania,2007,262861,446027,104111,149557,9646036, 2.72 , 1.07 , 4.62 , 1.55 ,63711,135163,36823,59571,916669,6.95,4.01,14.74,6.49
Rhode Island,2007,49155,70055,11093,13574,823011, 5.97 , 1.34 , 8.51 , 1.64 ,11326,15722,2830,3522,46868,24.16,6.04,33.54,7.51
South Carolina,2007,160937,213383,79941,103255,3350053, 4.80 , 2.38 , 6.36 , 3.08 ,87636,118353,45660,60865,898927,9.74,5.07,13.16,6.77
South Dakota,2007,38068,48578,15332,18638,600012, 6.34 , 2.55 , 8.09 , 3.10 ,570,945,447,630,6967,8.18,6.41,13.56,9.05
Tennessee,2007,247274,332115,99972,126239,4685625, 5.27 , 2.13 , 7.08 , 2.69 ,106024,141662,45602,58161,723408,14.65,6.30,19.58,8.03
Texas,2007,1243233,1760021,437368,599063,17274933, 7.19 , 2.53 , 10.18 , 3.46 ,357599,506779,158975,219009,2077381,17.21,7.65,24.39,10.54
Utah,2007,55695,74742,24292,30707,1826942, 3.04 , 1.32 , 4.09 , 1.68 ,2492,3526,1382,1834,20678,12.05,6.68,17.05,8.87
Vermont,2007,27282,32389,12644,14261,489562, 5.57 , 2.58 , 6.61 , 2.91 ,512,801,338,503,4893,10.48,6.91,16.37,10.29
Virginia,2007,310588,410134,98523,136507,5888856, 5.27 , 1.67 , 6.96 , 2.31 ,169693,224427,51478,74981,1103981,15.37,4.66,20.32,6.79
Washington,2007,354869,412258,81020,98777,4931615, 7.19 , 1.64 , 8.35 , 2.00 ,49319,59207,15691,19212,191309,25.77,8.20,30.94,10.04
West Virginia,2007,30554,44769,13459,19508,1424576, 2.14 , 0.94 , 3.14 , 1.36 ,3105,4698,1799,2628,50471,6.15,3.56,9.30,5.20
Wisconsin,2007,150981,217333,59009,81316,4281620, 3.52 , 1.37 , 5.07 , 1.89 ,42920,66033,23011,32943,218382,19.65,10.53,30.23,15.08
Wyoming,2007,17732,23817,6021,8105,397424, 4.46 , 1.51 , 5.99 , 2.03 ,519,723,237,335,4282,12.12,5.55,16.89,7.84
Alabama,2006,162617,246538,77750,105276,3483362, 4.66 , 2.23 , 7.07 , 3.02 ,85747,130725,41023,57395,859380,9.97,4.77,15.21,6.67
Alaska,2006,30166,39308,16519,19635,490366, 6.15 , 3.36 , 8.01 , 4.00 ,2853,3734,1841,2161,16079,17.74,11.45,23.22,13.44
Arizona,2006,268466,373003,74598,106428,4539463, 5.91 , 1.64 , 8.21 , 2.34 ,31305,42066,12492,16644,178452,17.54,7.00,23.57,9.32
Arkansas,2006,98707,162952,54876,68589,2117836, 4.66 , 2.59 , 7.69 , 3.23 ,32697,56194,21614,27748,301619,10.84,7.16,18.63,9.19
California,2006,1943782,2528969,925060,1099002,26926503, 7.21 , 3.43 , 9.39 , 4.08 ,523147,696960,257574,307653,1879133,27.83,13.70,37.08,16.37
Colorado,2006,183092,238139,52674,75155,3583734, 5.10 , 1.46 , 6.64 , 2.09 ,26104,34382,10667,15084,151678,17.21,7.03,22.66,9.94
Connecticut,2006,209333,254682,50328,64074,2686943, 7.79 , 1.87 , 9.47 , 2.38 ,66160,81398,22456,28326,257085,25.73,8.73,31.66,11.01
Delaware,2006,42077,54694,12757,19678,649740, 6.47 , 1.96 , 8.41 , 3.02 ,20071,26743,6659,10824,129037,15.55,5.16,20.72,8.38
Florida,2006,1676886,1958335,272950,365824,14071245, 11.91 , 1.93 , 13.91 , 2.59 ,567447,669552,130546,176906,1979462,28.66,6.59,33.82,8.93
Georgia,2006,665629,896991,159823,212604,6911716, 9.63 , 2.31 , 12.97 , 3.07 ,344550,472334,92623,123323,1949927,17.66,4.75,24.22,6.32
Hawaii,2006,46498,66833,11932,17899,988265, 4.70 , 1.20 , 6.76 , 1.81 ,2068,3272,549,810,21295,9.71,2.57,15.36,3.80
Idaho,2006,66034,89379,21176,28300,1072150, 6.15 , 1.97 , 8.33 , 2.63 ,1167,1556,427,576,7760,15.04,5.50,20.05,7.43
Illinois,2006,529198,683071,226622,271728,9615583, 5.50 , 2.35 , 7.10 , 2.82 ,240524,313611,150242,177282,1317506,18.25,11.40,23.80,13.45
Indiana,2006,388768,474174,93995,120050,4733923, 8.21 , 1.98 , 10.01 , 2.53 ,115456,143315,37975,48095,376998,30.62,10.07,38.01,12.75
Iowa,2006,99635,121663,40413,49251,2267565, 4.39 , 1.78 , 5.36 , 2.17 ,10689,14426,5022,7146,56913,18.78,8.82,25.34,12.55
Kansas,2006,104600,122653,40154,48970,2069408, 5.05 , 1.94 , 5.92 , 2.36 ,27050,32519,11866,14774,122249,22.12,9.70,26.60,12.08
Kentucky,2006,149082,199865,75219,94733,3205733, 4.65 , 2.34 , 6.23 , 2.95 ,34896,47425,19386,25156,220630,15.81,8.78,21.49,11.40
Louisiana,2006,209598,311092,107409,143785,3198771, 6.55 , 3.35 , 9.72 , 4.49 ,129752,193119,76485,102045,936078,13.86,8.17,20.63,10.90
Maine,2006,37618,43034,8516,10513,1039702, 3.61 , 0.81 , 4.13 , 1.01 ,449,666,90,209,9665,4.64,0.93,6.89,2.17
Maryland,2006,241207,305135,87881,110197,4253595, 5.67 , 2.06 , 7.17 , 2.59 ,141426,185167,58014,74980,1178639,11.99,4.92,15.71,6.36
Massachusetts,2006,344348,449720,33121,42593,4988716, 6.90 , 0.66 , 9.01 , 0.85 ,61960,87971,8370,10977,277063,22.36,3.02,31.75,3.96
Michigan,2006,281895,412156,110103,161680,7618222, 3.70 , 1.44 , 5.41 , 2.12 ,74071,124720,51843,78707,993314,7.45,5.21,12.55,7.92
Minnesota,2006,244809,304141,40181,49289,3909171, 6.26 , 1.02 , 7.78 , 1.26 ,29618,39997,9716,12636,159805,18.53,6.07,25.02,7.90
Mississippi,2006,107885,154268,47591,66810,2151613, 5.01 , 2.21 , 7.16 , 3.10 ,60961,89716,27654,40810,745430,8.17,3.70,12.03,5.47
Missouri,2006,259309,362004,106907,137053,4420284, 5.86 , 2.41 , 8.18 , 3.10 ,76260,108662,33829,46079,459070,16.61,7.36,23.67,10.03
Montana,2006,33049,45897,11713,15260,726534, 4.54 , 1.61 , 6.31 , 2.10 ,364,567,156,239,4079,8.92,3.83,13.91,5.87
Nebraska,2006,52321,62316,16555,20759,1322921, 3.95 , 1.25 , 4.71 , 1.56 ,8381,10201,3573,4623,56172,14.92,6.36,18.16,8.23
Nevada,2006,65874,93215,36213,48966,1861082, 3.53 , 1.94 , 5.00 , 2.63 ,17106,24934,9196,13168,145939,11.72,6.30,17.08,9.02
New Hamp,2006,29164,36770,8340,11077,1017217, 2.86 , 0.81 , 3.61 , 1.08 ,2419,2801,574,746,11303,21.40,5.08,24.78,6.60
New Jersey,2006,412325,524692,126401,153772,6634907, 6.21 , 1.90 , 7.90 , 2.31 ,208220,264800,70554,87438,852379,24.42,8.27,31.06,10.25
New Mexico,2006,81030,105608,27884,34245,1444249, 5.61 , 1.93 , 7.31 , 2.37 ,8223,10395,3316,4438,37087,22.17,8.94,28.02,11.96
New York,2006,445069,628094,232435,295409,14792694, 3.00 , 1.57 , 4.24 , 1.99 ,220504,299588,139064,171356,2388977,9.23,5.82,12.54,7.17
North Carolina,2006,295645,370211,127485,159704,6701486, 4.41 , 1.90 , 5.52 , 2.38 ,146533,185577,68123,87016,1356761,10.80,5.02,13.67,6.41
North Dakota,2006,19380,24233,5993,7356,492255, 3.93 , 1.21 , 4.92 , 1.49 ,489,690,183,256,5381,9.09,3.40,12.83,4.77
Ohio,2006,506197,629810,212947,262113,8705230, 5.81 , 2.44 , 7.23 , 3.01 ,218140,266889,100484,123964,945375,23.07,10.62,28.23,13.11
Oklahoma,2006,196294,249507,66638,90527,2684026, 7.31 , 2.48 , 9.29 , 3.37 ,46650,59902,19017,25998,203643,22.90,9.33,29.41,12.76
Oregon,2006,118360,185393,46107,59774,2843141, 4.16 , 1.62 , 6.52 , 2.10 ,8532,13472,4873,6206,57228,14.91,8.51,23.54,10.84
Pennsylvania,2006,256691,435178,99142,143140,9633087, 2.66 , 1.02 , 4.51 , 1.48 ,60457,130524,35247,57483,909098,6.65,3.87,14.35,6.32
Rhode Island,2006,48824,69139,11138,13287,830163, 5.88 , 1.34 , 8.32 , 1.60 ,11313,15576,2872,3470,45316,24.96,6.33,34.37,7.65
South Carolina,2006,152572,207775,77172,100033,3282383, 4.64 , 2.35 , 6.33 , 3.04 ,82911,115214,44012,58963,890077,9.31,4.94,12.94,6.62
South Dakota,2006,35748,46247,13936,17286,587942, 6.08 , 2.37 , 7.86 , 2.94 ,504,858,450,635,6686,7.53,6.73,12.84,9.50
Tennessee,2006,251000,332345,94284,120029,4591753, 5.46 , 2.05 , 7.23 , 2.61 ,101989,136326,43314,55625,707721,14.41,6.12,19.26,7.85
Texas,2006,1130894,1640901,412353,574546,17004929, 6.65 , 2.42 , 9.64 , 3.37 ,351926,493058,150932,211708,2037755,17.27,7.40,24.19,10.38
Utah,2006,57335,76032,23163,29502,1757891, 3.26 , 1.31 , 4.32 , 1.67 ,2401,3378,1344,1791,20009,12.00,6.71,16.88,8.95
Vermont,2006,25536,30922,11544,13178,490004, 5.21 , 2.35 , 6.31 , 2.68 ,434,709,284,436,4765,9.11,5.97,14.88,9.14
Virginia,2006,326092,417634,95277,131965,5837331, 5.58 , 1.63 , 7.15 , 2.26 ,164931,215590,49335,72129,1089860,15.13,4.52,19.78,6.61
Washington,2006,340597,434777,72900,90383,4867922, 6.99 , 1.49 , 8.93 , 1.85 ,47101,61673,14105,17560,185979,25.32,7.58,33.16,9.44
West Virginia,2006,29434,42705,12414,18133,1428249, 2.06 , 0.86 , 2.99 , 1.26 ,3037,4498,1704,2476,49689,6.11,3.43,9.05,4.98
Wisconsin,2006,132626,198234,56269,78150,4241563, 3.12 , 1.32 , 4.67 , 1.84 ,40673,63641,22029,31812,213176,19.07,10.33,29.85,14.92
Wyoming,2006,16550,22633,5786,7900,394074, 4.19 , 1.46 , 5.74 , 2.00 ,495,704,230,329,4241,11.67,5.44,16.61,7.75
Alabama,2005,174096,243082,73781,101669,3356850, 5.18 , 2.19 , 7.24 , 3.02 ,88584,126044,37726,54238,803512,11.02,4.69,15.68,6.75
Alaska,2005,28806,40277,15808,20620,454226, 6.34 , 3.48 , 8.86 , 4.53 ,2834,3935,1791,2280,17645,16.06,10.15,22.30,12.92
Arizona,2005,250290,353946,70606,104077,4255951, 5.88 , 1.65 , 8.31 , 2.44 ,29010,40185,11688,16004,171543,16.91,6.81,23.42,9.32
Arkansas,2005,95923,156829,54138,67649,2029097, 4.72 , 2.66 , 7.72 , 3.33 ,31871,54518,21421,27385,280510,11.36,7.63,19.43,9.76
California,2005,1856038,2421584,887334,1058010,26611751, 6.97 , 3.33 , 9.09 , 3.97 ,501778,670727,250663,299682,1874778,26.76,13.37,35.77,15.98
Colorado,2005,170448,229104,49156,70612,3386081, 5.03 , 1.45 , 6.76 , 2.08 ,24902,33631,10241,14474,148398,16.78,6.90,22.66,9.75
Connecticut,2005,203604,255248,49013,68455,2563861, 7.94 , 1.91 , 9.95 , 2.67 ,64710,82606,22039,30333,251071,25.77,8.77,32.90,12.08
Delaware,2005,39506,52195,12524,19468,623124, 6.34 , 2.01 , 8.37 , 3.12 ,19146,25885,6575,10783,125531,15.25,5.23,20.62,8.59
Florida,2005,1509663,1812237,261246,351014,13335661, 11.32 , 1.95 , 13.58 , 2.63 ,536115,646714,124567,169821,1916218,27.97,6.50,33.74,8.86
Georgia,2005,621182,852671,154276,203025,6468467, 9.60 , 2.38 , 13.18 , 3.13 ,320877,448546,88228,117258,1768288,18.14,4.98,25.36,6.63
Hawaii,2005,46306,65800,11731,17877,939587, 4.92 , 1.24 , 7.00 , 1.90 ,2007,3172,546,823,21368,9.39,2.55,14.84,3.85
Idaho,2005,59980,81945,19609,26427,1022698, 5.86 , 1.91 , 8.01 , 2.58 ,1092,1450,416,559,7633,14.31,5.46,19.00,7.32
Illinois,2005,509446,663453,215295,260214,9208765, 5.53 , 2.33 , 7.20 , 2.82 ,231693,304641,144380,171347,1223491,18.93,11.80,24.89,14.00
Indiana,2005,368568,451442,87944,112399,4500356, 8.18 , 1.95 , 10.03 , 2.49 ,109377,136191,36260,45575,352813,31.00,10.27,38.60,12.91
Iowa,2005,97399,119585,39070,47807,2194615, 4.43 , 1.78 , 5.44 , 2.17 ,10283,13901,4792,6806,54928,18.72,8.72,25.30,12.39
Kansas,2005,102510,120653,38572,47640,1991169, 5.14 , 1.93 , 6.05 , 2.39 ,26462,31990,11494,14472,120541,21.95,9.53,26.53,12.00
Kentucky,2005,129010,182733,69760,89422,3082522, 4.18 , 2.26 , 5.92 , 2.90 ,32750,45718,18135,23951,204915,15.98,8.85,22.31,11.68
Louisiana,2005,202868,301460,103281,139364,3249119, 6.24 , 3.17 , 9.27 , 4.28 ,126551,188244,74403,99817,967654,13.07,7.68,19.45,10.31
Maine,2005,38004,43483,8634,10657,1007454, 3.77 , 0.85 , 4.31 , 1.05 ,428,645,84,202,9221,4.64,0.91,7.00,2.19
Maryland,2005,238614,300078,85931,108668,4063655, 5.87 , 2.11 , 7.38 , 2.67 ,139505,181739,56651,73932,1105799,12.61,5.12,16.43,6.68
Massachusetts,2005,321756,426438,33107,43808,4732189, 6.79 , 0.69 , 9.01 , 0.92 ,57089,82917,8386,11274,249833,22.85,3.35,33.18,4.51
Michigan,2005,286854,415281,107854,157400,7352920, 3.90 , 1.46 , 5.64 , 2.14 ,75614,123486,50627,76510,989575,7.64,5.11,12.47,7.73
Minnesota,2005,230273,285432,36821,46102,3763129, 6.11 , 0.97 , 7.58 , 1.22 ,27672,37201,9146,12062,150838,18.34,6.06,24.66,7.99
Mississippi,2005,103396,150899,45713,66228,2080210, 4.97 , 2.19 , 7.25 , 3.18 ,58203,87859,26834,40916,699201,8.32,3.83,12.56,5.85
Missouri,2005,242517,343638,98885,129708,4260766, 5.69 , 2.32 , 8.06 , 3.04 ,72533,104847,31676,44287,434144,16.70,7.29,24.15,10.20
Montana,2005,31113,43301,10754,14263,706921, 4.40 , 1.52 , 6.12 , 2.01 ,351,522,149,223,4066,8.64,3.67,12.86,5.50
Nebraska,2005,51037,60838,16035,20490,1278044, 3.99 , 1.25 , 4.76 , 1.60 ,8213,10005,3483,4570,54977,14.93,6.33,18.19,8.31
Nevada,2005,63152,89067,35410,47192,1762476, 3.58 , 2.00 , 5.05 , 2.67 ,16316,23715,8980,12650,139116,11.72,6.45,17.04,9.09
New Hamp,2005,28088,35282,7979,10509,969586, 2.89 , 0.82 , 3.63 , 1.08 ,2454,2790,566,718,10919,22.48,5.18,25.55,6.58
New Jersey,2005,402546,530391,123872,151231,6366744, 6.32 , 1.94 , 8.33 , 2.37 ,206170,267366,69317,86275,830421,24.82,8.34,32.19,10.38
New Mexico,2005,74513,100790,26646,33217,1400839, 5.31 , 1.90 , 7.19 , 2.37 ,7776,10748,3235,4978,37072,20.97,8.72,28.99,13.42
New York,2005,444197,625936,229366,292109,14135504, 3.14 , 1.62 , 4.42 , 2.06 ,221228,300160,139168,171224,2375647,9.31,5.85,12.63,7.20
North Carolina,2005,285219,363629,125558,161923,6279024, 4.54 , 1.99 , 5.79 , 2.57 ,141111,182712,67163,88563,1234862,11.42,5.43,14.79,7.17
North Dakota,2005,18490,23057,5602,6987,474382, 3.89 , 1.18 , 4.86 , 1.47 ,471,630,172,238,5151,9.14,3.35,12.24,4.63
Ohio,2005,491875,596638,204486,250340,8401998, 5.85 , 2.43 , 7.10 , 2.97 ,214491,257309,97502,119421,937017,22.89,10.40,27.46,12.74
Oklahoma,2005,188303,245093,64405,89231,2585083, 7.28 , 2.49 , 9.48 , 3.45 ,44716,58667,18345,25350,200536,22.29,9.14,29.25,12.64
Oregon,2005,115350,180036,45148,58559,2713648, 4.25 , 1.66 , 6.63 , 2.15 ,8452,13148,4842,6158,56190,15.04,8.61,23.39,10.95
Pennsylvania,2005,249938,424551,94987,137367,9179373, 2.72 , 1.03 , 4.62 , 1.49 ,56861,125789,33749,55372,828670,6.86,4.07,15.17,6.68
Rhode Island,2005,47766,70074,11235,14889,833581, 5.73 , 1.34 , 8.40 , 1.78 ,11115,15951,2927,3942,43763,25.39,6.68,36.44,9.00
South Carolina,2005,143552,201016,74525,97685,3091757, 4.64 , 2.41 , 6.50 , 3.15 ,77673,111511,42466,57653,824435,9.42,5.15,13.52,6.99
South Dakota,2005,34133,44698,12488,15951,559788, 6.09 , 2.23 , 7.98 , 2.84 ,463,785,378,568,6405,7.23,5.90,12.26,8.87
Tennessee,2005,237085,315367,88418,114787,4427784, 5.35 , 1.99 , 7.12 , 2.59 ,97705,130225,40898,53509,666085,14.66,6.14,19.55,8.03
Texas,2005,1073321,1589541,387442,556445,16613964, 6.46 , 2.33 , 9.56 , 3.34 ,332496,485424,142401,206309,1998129,16.64,7.12,24.29,10.32
Utah,2005,55154,73720,21845,28218,1688413, 3.26 , 1.29 , 4.36 , 1.67 ,2333,3245,1312,1762,19341,12.06,6.78,16.77,9.11
Vermont,2005,23632,29773,10421,12499,469721, 5.03 , 2.21 , 6.33 , 2.66 ,365,658,241,412,4638,7.87,5.20,14.19,8.90
Virginia,2005,311884,400021,91484,126828,5520020, 5.65 , 1.65 , 7.24 , 2.29 ,157114,206403,46871,68919,1072191,14.65,4.37,19.25,6.42
Washington,2005,334893,423475,65687,83069,4668831, 7.17 , 1.40 , 9.07 , 1.77 ,46311,59425,12743,16169,180649,25.63,7.05,32.89,8.95
West Virginia,2005,28169,40771,11641,16953,1429624, 1.97 , 0.81 , 2.85 , 1.18 ,2766,4148,1658,2365,48908,5.65,3.39,8.48,4.83
Wisconsin,2005,139081,204104,53874,76594,4221281, 3.29 , 1.27 , 4.83 , 1.81 ,39021,62059,21025,31225,216059,18.06,9.73,28.72,14.45
Wyoming,2005,15776,21518,5518,7565,382349, 4.12 , 1.44 , 5.62 , 1.97 ,465,671,222,316,4201,11.08,5.29,15.98,7.53
Alabama,2004,175124,240791,70112,95999,3436000, 5.09 , 2.04 , 7.00 , 2.79 ,88230,122932,35464,52472,813208,10.84,4.36,15.11,6.45
Alaska,2004,26398,37456,14278,18832,467000, 5.65 , 3.05 , 8.02 , 4.03 ,2495,3988,1658,2337,19212,12.98,8.63,20.75,12.16
Arizona,2004,245458,345849,66570,99085,4197000, 5.84 , 1.58 , 8.24 , 2.36 ,27495,38695,11163,16090,164634,16.70,6.78,23.50,9.77
Arkansas,2004,80804,139177,48189,61996,2076000, 3.89 , 2.32 , 6.70 , 2.98 ,27280,52993,18980,26623,284210,9.59,6.67,18.64,9.36
California,2004,1987876,2545334,861524,1028090,26297000, 7.55 , 3.27 , 9.67 , 3.90 ,478854,647343,245182,293669,1870422,25.60,13.10,34.60,15.70
Colorado,2004,164243,221259,46061,66354,3423000, 4.79 , 1.34 , 6.46 , 1.93 ,22695,33556,9787,14880,145118,15.63,6.74,23.12,10.25
Connecticut,2004,198151,247508,47592,67089,2665000, 7.43 , 1.78 , 9.28 , 2.51 ,63758,85673,21555,33860,245057,26.01,8.79,34.96,13.81
Delaware,2004,37518,50407,12363,19290,637000, 5.88 , 1.94 , 7.91 , 3.02 ,18131,25397,6529,10969,122024,14.85,5.35,20.81,8.98
Florida,2004,1440828,1730244,251595,337128,13394000, 10.75 , 1.87 , 12.91 , 2.51 ,526170,634817,119820,159247,1852974,28.39,6.46,34.25,8.59
Georgia,2004,586353,808768,149091,200195,6497000, 9.02 , 2.29 , 12.44 , 3.08 ,302201,431076,85248,119426,1681040,17.97,5.07,25.64,7.10
Hawaii,2004,41514,64237,11230,17190,964000, 4.30 , 1.16 , 6.66 , 1.78 ,2101,3083,522,859,21442,9.80,2.43,14.38,4.01
Idaho,2004,52116,74811,18128,24503,1021000, 5.10 , 1.77 , 7.32 , 2.39 ,952,1344,406,528,7506,12.68,5.41,17.90,7.03
Illinois,2004,536141,690633,203227,247281,9475000, 5.65 , 2.14 , 7.28 , 2.60 ,213931,300783,138419,170311,1230967,17.37,11.24,24.43,13.83
Indiana,2004,347626,427003,81239,105247,4637000, 7.49 , 1.75 , 9.20 , 2.26 ,102155,130147,32160,42495,354616,28.80,9.06,36.70,11.98
Iowa,2004,92862,114308,37010,45535,2274000, 4.08 , 1.62 , 5.02 , 2.00 ,9842,13586,4558,6732,52942,18.59,8.61,25.66,12.71
Kansas,2004,100175,118268,37293,46259,2052000, 4.88 , 1.81 , 5.76 , 2.25 ,25643,31894,11186,14644,118832,21.57,9.41,26.83,12.32
Kentucky,2004,128041,176564,64618,82432,3166000, 4.04 , 2.04 , 5.57 , 2.60 ,30158,44458,16994,23821,207961,14.50,8.17,21.37,11.45
Louisiana,2004,194536,294925,99616,136555,3351000, 5.80 , 2.97 , 8.80 , 4.07 ,118645,187886,73137,101405,1000499,11.85,7.31,18.77,10.13
Maine,2004,37455,43571,8713,10737,1035000, 3.61 , 0.84 , 4.20 , 1.03 ,445,570,81,157,8776,5.08,0.92,6.50,1.79
Maryland,2004,234856,296906,84036,107321,4163000, 5.64 , 2.01 , 7.13 , 2.57 ,136678,179806,55231,73264,1111217,12.29,4.97,16.18,6.59
Massachusetts,2004,304542,407890,33085,43229,4952000, 6.14 , 0.66 , 8.23 , 0.87 ,51280,78062,8414,12220,236703,21.66,3.55,32.97,5.16
Michigan,2004,296034,423886,106104,154987,7579000, 3.90 , 1.39 , 5.59 , 2.04 ,73406,126695,49875,77770,985837,7.44,5.05,12.85,7.88
Minnesota,2004,218319,271394,34043,42801,3861000, 5.65 , 0.88 , 7.02 , 1.10 ,25851,34716,8599,10908,141870,18.22,6.06,24.47,7.68
Mississippi,2004,95528,140924,43581,64564,2153000, 4.43 , 2.02 , 6.54 , 2.99 ,56119,86840,25901,41601,696831,8.05,3.71,12.46,5.97
Missouri,2004,230824,329454,91432,122513,4370000, 5.28 , 2.09 , 7.53 , 2.80 ,65797,102079,29648,43854,435218,15.11,6.81,23.45,10.07
Montana,2004,29308,40816,9890,13767,719000, 4.07 , 1.37 , 5.67 , 1.91 ,329,465,136,191,4053,8.13,3.35,11.47,4.71
Nebraska,2004,49543,58897,15669,19799,1313000, 3.77 , 1.19 , 4.48 , 1.50 ,7801,9931,3385,4610,53781,14.50,6.29,18.46,8.57
Nevada,2004,60055,84486,33428,44793,1731000, 3.46 , 1.93 , 4.88 , 2.58 ,16003,22864,8935,12475,132293,12.09,6.75,17.28,9.43
New Hamp,2004,27683,34382,7619,10067,995000, 2.78 , 0.76 , 3.45 , 1.01 ,1980,2824,566,702,10535,18.80,5.37,26.81,6.66
New Jersey,2004,390941,525210,122946,149703,6543000, 5.97 , 1.87 , 8.02 , 2.28 ,194100,267935,68400,87536,808463,24.00,8.46,33.14,10.82
New Mexico,2004,71875,96097,25599,31978,1411000, 5.09 , 1.81 , 6.81 , 2.26 ,7278,9418,3072,3814,37058,19.64,8.29,25.41,10.29
