State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
New Hamp,1995,21938,27469,4203,6217,851500, 2.57 , 0.49 , 3.22 , 0.73 ,977,1355,164,293,6982,14.00,2.34,19.41,4.19
New Jersey,1995,209974,364433,76020,103086,5989500, 3.50 , 1.26 , 6.08 , 1.72 ,96670,187334,38765,57561,807000,11.97,4.80,23.21,7.13
New Mexico,1995,46028,57359,14449,18527,1188500, 3.87 , 1.21 , 4.82 , 1.55 ,6646,7649,2603,3114,27732,23.96,9.38,27.58,11.23
New York,1995,335345,545922,169828,238317,13612500, 2.46 , 1.24 , 4.01 , 1.75 ,147150,262135,107303,144530,2270000,6.48,4.72,11.54,6.36
North Carolina,1995,179467,260304,112743,141996,5431500, 3.30 , 2.07 , 4.79 , 2.61 ,75797,123880,56373,75758,1107000,6.84,5.09,11.19,6.84
North Dakota,1995,11284,13925,2973,3581,470000, 2.40 , 0.63 , 2.96 , 0.76 ,212,281,91,109,3049,6.96,3.00,9.23,3.59
Ohio,1995,331486,334127,129403,174066,8335500, 3.97 , 1.55 , 4.00 , 2.08 ,147849,194931,56853,81474,855500,17.28,6.64,22.78,9.52
Oklahoma,1995,123973,167920,37759,55910,2406500, 5.15 , 1.56 , 6.97 , 2.32 ,27346,40763,10360,17153,162500,16.82,6.37,25.08,10.55
Oregon,1995,82173,126120,37024,44910,2353500, 3.49 , 1.57 , 5.35 , 1.90 ,5206,10198,4263,5357,36000,14.46,11.84,28.33,14.88
Pennsylvania,1995,222598,366682,57319,89729,9204000, 2.41 , 0.62 , 3.98 , 0.97 ,53459,114523,20550,40845,809000,6.60,2.54,14.15,5.04
Rhode Island,1995,34472,48982,4748,6601,757000, 4.55 , 0.62 , 6.47 , 0.87 ,6804,10119,897,1542,29000,23.46,3.09,34.89,5.31
South Carolina,1995,90748,135020,49228,68839,2758500, 3.28 , 1.78 , 4.89 , 2.49 ,41749,69624,25273,38967,762000,5.47,3.31,9.13,5.11
South Dakota,1995,21988,27128,6215,8056,526000, 4.18 , 1.18 , 5.15 , 1.53 ,209,330,127,196,3250,6.44,3.91,10.16,6.04
Tennessee,1995,108271,159037,40914,56120,3967000, 2.72 , 1.03 , 4.00 , 1.41 ,43817,67157,18021,25363,578000,7.58,3.11,11.61,4.38
Texas,1995,549931,1017817,201711,329477,13394000, 4.10 , 1.50 , 7.59 , 2.45 ,164649,311759,70578,130584,1531500,10.75,4.60,20.35,8.52
Utah,1995,25898,38379,9056,12484,1284500, 2.01 , 0.70 , 2.98 , 0.97 ,1330,2092,815,1110,9500,14.00,8.58,22.02,11.69
Vermont,1995,13336,17562,3857,4905,435000, 3.06 , 0.88 , 4.03 , 1.12 ,70,124,44,57,2522,2.77,1.77,4.94,2.26
Virginia,1995,166175,229655,64133,91548,5028000, 3.30 , 1.27 , 4.56 , 1.82 ,74948,111678,33002,51518,907500,8.25,3.63,12.30,5.67
Washington,1995,160650,240011,34447,46055,4061000, 3.95 , 0.84 , 5.91 , 1.13 ,18672,29775,5547,8270,109500,17.05,5.06,27.19,7.55
West Virginia,1995,20190,27048,7437,9949,1401500, 1.44 , 0.53 , 1.92 , 0.70 ,1775,2721,1012,1439,39000,4.55,2.59,6.97,3.69
Wisconsin,1995,90315,129337,31143,42342,3800500, 2.37 , 0.81 , 3.40 , 1.11 ,21100,35757,9985,15375,176000,11.98,5.67,20.31,8.73
Wyoming,1995,11032,14285,3555,4950,347500, 3.17 , 1.02 , 4.11 , 1.42 ,291,411,144,217,3055,9.52,4.71,13.47,7.10
Alabama,1994,140267,183243,47734,67307,3138000, 4.46 , 1.52 , 5.83 , 2.14 ,59916,86480,22028,34819,721000,8.31,3.05,11.99,4.82
Alaska,1994,14103,19930,6509,8481,429000, 3.28 , 1.51 , 4.64 , 1.97 ,1538,2205,999,1280,16000,9.61,6.24,13.78,8.00
Arizona,1994,106599,165050,36007,55753,2923000, 3.64 , 1.23 , 5.64 , 1.90 ,16775,21884,8010,11380,80000,20.96,10.01,27.35,14.22
Arkansas,1994,40036,70927,28564,37207,1817000, 2.20 , 1.57 , 3.90 , 2.04 ,16502,30561,12024,16955,247000,6.68,4.86,12.37,6.86
California,1994,1114950,1475523,433342,558947,23225000, 4.80 , 1.86 , 6.35 , 2.40 ,280681,379194,138807,180096,1701000,16.50,8.16,22.29,10.58
Colorado,1994,113289,144828,25521,36238,2713000, 4.17 , 0.94 , 5.33 , 1.33 ,12899,20003,4369,7048,106000,12.16,4.12,18.87,6.64
Connecticut,1994,121366,163389,36804,47292,2486000, 4.88 , 1.48 , 6.57 , 1.90 ,40590,55512,16042,22683,196000,20.70,8.18,28.32,11.57
Delaware,1994,12150,23779,5404,8250,534000, 2.27 , 1.01 , 4.45 , 1.54 ,5748,11833,2668,4577,88000,6.53,3.03,13.44,5.20
Florida,1994,750650,972202,192725,249893,10856000, 6.91 , 1.77 , 8.95 , 2.30 ,257514,349832,91983,125811,1318000,19.53,6.97,26.54,9.54
Georgia,1994,330325,470891,94218,127643,5159000, 6.40 , 1.82 , 9.12 , 2.47 ,161065,241104,49786,72459,1292000,12.46,3.85,18.66,5.60
Hawaii,1994,30256,41653,5874,8213,900000, 3.36 , 0.65 , 4.62 , 0.91 ,1307,1844,303,451,22000,5.94,1.37,8.38,2.05
Idaho,1994,25636,34610,8693,11504,803000, 3.19 , 1.08 , 4.31 , 1.43 ,599,702,239,281,4724,12.68,5.07,14.86,5.95
Illinois,1994,294077,403340,101082,137643,8712000, 3.37 , 1.16 , 4.62 , 1.57 ,112002,176969,62604,89204,1219000,9.18,5.13,14.51,7.31
Indiana,1994,198394,246538,41436,56450,4298000, 4.61 , 0.96 , 5.73 , 1.31 ,49345,65291,14499,20741,319000,15.46,4.54,20.46,6.50
Iowa,1994,54769,70310,20538,25975,2112000, 2.59 , 0.97 , 3.32 , 1.22 ,4506,6693,2022,3399,37000,12.17,5.46,18.08,9.18
Kansas,1994,55880,80889,25209,31580,1889000, 2.95 , 1.33 , 4.28 , 1.67 ,12363,19588,6578,9088,105000,11.77,6.26,18.65,8.65
Kentucky,1994,80578,103203,36862,47928,2857000, 2.82 , 1.29 , 3.61 , 1.67 ,14916,21907,7594,11647,194000,7.68,3.91,11.29,6.00
Louisiana,1994,106956,180536,49067,73130,3100000, 3.45 , 1.58 , 5.82 , 2.35 ,66526,117515,44296,62854,882000,7.54,5.02,13.32,7.12
Maine,1994,28756,34013,7650,9124,931000, 3.08 , 0.82 , 3.65 , 0.98 ,333,384,37,66,4450,7.49,0.85,8.63,1.50
Maryland,1994,191398,249047,60976,81974,3754000, 5.09 , 1.62 , 6.63 , 2.18 ,105879,145992,36475,52701,940000,11.26,3.88,15.53,5.60
Massachusetts,1994,178181,241616,27662,39058,4564000, 3.90 , 0.60 , 5.29 , 0.85 ,40557,57700,6881,11237,226000,17.94,3.04,25.53,4.97
Michigan,1994,272178,382891,76797,117428,6983000, 3.89 , 1.09 , 5.48 , 1.68 ,63608,101570,34972,58332,942000,6.75,3.71,10.78,6.19
Minnesota,1994,138980,171720,19261,23836,3362000, 4.13 , 0.57 , 5.10 , 0.70 ,13521,19033,3986,5675,63000,21.46,6.32,30.21,9.00
Mississippi,1994,62928,85556,24687,35617,1905000, 3.30 , 1.29 , 4.49 , 1.86 ,34735,50113,13746,21893,609000,5.70,2.25,8.22,3.59
Missouri,1994,127000,188676,44966,62864,3902000, 3.25 , 1.15 , 4.83 , 1.61 ,35504,58417,15003,23634,385000,9.22,3.89,15.17,6.13
Montana,1994,19881,25203,5884,7678,623000, 3.19 , 0.94 , 4.04 , 1.23 ,210,288,97,130,2304,9.14,4.21,12.50,5.67
Nebraska,1994,34505,45687,10417,13128,1192000, 2.89 , 0.87 , 3.83 , 1.10 ,4719,7074,2510,3410,40000,11.79,6.27,17.68,8.52
Nevada,1994,29713,47204,16825,23818,1088000, 2.73 , 1.54 , 4.33 , 2.18 ,7651,12224,5024,7013,74479,10.27,6.74,16.41,9.41
New Hamp,1994,20690,26259,3729,5750,843000, 2.45 , 0.44 , 3.11 , 0.68 ,824,1216,130,231,6579,12.53,1.98,18.49,3.51
New Jersey,1994,194857,343129,72605,97237,5974000, 3.26 , 1.21 , 5.74 , 1.62 ,86866,174114,36606,53755,795000,10.92,4.60,21.90,6.76
New Mexico,1994,44758,54016,13970,17682,1167000, 3.83 , 1.19 , 4.62 , 1.51 ,6523,7627,2632,3069,25879,25.20,10.17,29.47,11.85
New York,1994,325845,531794,160879,227629,13646000, 2.38 , 1.17 , 3.89 , 1.66 ,140043,253303,100527,137644,2248000,6.22,4.47,11.26,6.12
North Carolina,1994,168926,242802,108726,132374,5364000, 3.14 , 2.02 , 4.52 , 2.46 ,69291,112768,53696,69282,1088000,6.36,4.93,10.36,6.36
North Dakota,1994,10861,13243,2828,3364,467000, 2.32 , 0.60 , 2.83 , 0.72 ,199,253,79,97,2859,6.98,2.76,8.87,3.39
Ohio,1994,319648,402284,123096,166170,8313000, 3.84 , 1.48 , 4.83 , 1.99 ,142319,183701,53293,77180,845000,16.84,6.30,21.73,9.13
Oklahoma,1994,119946,161726,37203,53834,2394000, 5.01 , 1.55 , 6.75 , 2.24 ,26188,38755,10111,16393,161000,16.26,6.28,24.07,10.18
Oregon,1994,78135,125343,34816,41752,2311000, 3.38 , 1.50 , 5.42 , 1.80 ,4792,9491,3937,4903,35000,13.69,11.24,27.11,14.01
Pennsylvania,1994,189207,323736,56121,84423,9212000, 2.05 , 0.60 , 3.51 , 0.91 ,51528,108785,20007,38660,804000,6.40,2.48,13.53,4.80
Rhode Island,1994,32056,46092,4425,6332,764000, 4.19 , 0.57 , 6.03 , 0.82 ,6210,9471,814,1461,29000,21.41,2.80,32.66,5.03
South Carolina,1994,88268,128905,46954,65953,2740000, 3.22 , 1.71 , 4.70 , 2.40 ,39886,65515,23667,36881,753000,5.29,3.14,8.70,4.89
South Dakota,1994,20647,25301,5976,7684,522000, 3.95 , 1.14 , 4.84 , 1.47 ,193,295,111,171,2900,6.65,3.83,10.17,5.90
Tennessee,1994,99728,149114,38640,53041,3913000, 2.54 , 0.98 , 3.81 , 1.35 ,39770,62930,16876,24045,567000,7.01,2.97,11.09,4.24
Texas,1994,499907,951703,192706,310901,13166000, 3.79 , 1.46 , 7.22 , 2.36 ,155507,284541,67089,110515,1499000,10.37,4.47,18.98,7.37
Utah,1994,24700,35911,9057,12102,1246000, 1.98 , 0.72 , 2.88 , 0.97 ,1243,1967,761,1035,9000,13.81,8.46,21.85,11.50
Vermont,1994,12979,17283,3692,4993,429000, 3.02 , 0.86 , 4.02 , 1.16 ,77,129,45,75,2227,3.45,2.02,5.83,3.37
Virginia,1994,154997,216950,60474,87442,4967000, 3.12 , 1.21 , 4.36 , 1.76 ,69065,104827,30952,48978,891000,7.75,3.47,11.76,5.49
Washington,1994,140182,218794,32636,43469,4000000, 3.50 , 0.81 , 5.46 , 1.08 ,15809,26378,5257,7734,108000,14.63,4.86,24.42,7.16
West Virginia,1994,20942,27293,7491,9421,1389000, 1.50 , 0.53 , 1.96 , 0.67 ,1831,2585,1009,1297,38000,4.82,2.65,6.80,3.41
Wisconsin,1994,86973,123586,29397,39419,3777000, 2.30 , 0.77 , 3.27 , 1.04 ,19768,33127,8945,13758,172000,11.49,5.20,19.26,7.99
Wyoming,1994,11002,13842,3475,4692,343000, 3.20 , 1.01 , 4.03 , 1.36 ,286,391,142,202,2866,10.00,4.97,13.64,7.06
Alabama,1993,140555,181327,45401,64025,3109000, 4.52 , 1.46 , 5.83 , 2.05 ,60535,84580,20691,32888,713160,8.48,2.90,11.85,4.61
Alaska,1993,13967,20572,6340,9043,417000, 3.34 , 1.52 , 4.93 , 2.16 ,1541,2283,1007,1351,15695,9.81,6.41,14.54,8.61
Arizona,1993,100781,156119,33208,51019,2867500, 3.51 , 1.15 , 5.44 , 1.77 ,14375,21742,7865,10984,79368,18.11,9.91,27.39,13.83
Arkansas,1993,36950,66441,27092,35717,1795500, 2.05 , 1.50 , 3.70 , 1.98 ,15389,28588,11182,16125,245019,6.28,4.56,11.66,6.58
California,1993,1074663,1428936,398061,518012,22873000, 4.69 , 1.74 , 6.24 , 2.26 ,260023,370520,131519,171684,1683777,15.44,7.81,22.00,10.19
Colorado,1993,114229,137099,24582,34044,2646000, 4.31 , 0.92 , 5.18 , 1.28 ,13333,17695,4020,6378,103290,12.90,3.89,17.13,6.17
Connecticut,1993,119697,158293,38662,52353,2497000, 4.79 , 1.54 , 6.33 , 2.09 ,39954,52386,16976,21951,195812,20.40,8.66,26.75,11.21
Delaware,1993,10915,23824,5117,9327,527500, 2.06 , 0.97 , 4.51 , 1.76 ,5065,12085,2493,5293,86722,5.84,2.87,13.93,6.10
Florida,1993,720033,937836,187006,240054,10639000, 6.76 , 1.75 , 8.81 , 2.25 ,247361,336934,89161,120659,1273898,19.41,6.99,26.44,9.47
Georgia,1993,297291,447677,92736,120519,5082500, 5.84 , 1.82 , 8.80 , 2.37 ,142956,227898,48952,67872,1269247,11.26,3.85,17.95,5.34
Hawaii,1993,29468,40114,5039,8168,883000, 3.33 , 0.57 , 4.54 , 0.92 ,1277,1812,261,458,20093,6.35,1.30,9.02,2.28
Idaho,1993,24218,32544,8125,10731,776500, 3.11 , 1.04 , 4.19 , 1.38 ,607,716,243,293,4345,13.98,5.61,16.49,6.75
Illinois,1993,278063,380074,93910,128405,8655000, 3.21 , 1.08 , 4.39 , 1.48 ,103443,163110,56797,81707,1207061,8.56,4.70,13.51,6.76
Indiana,1993,186125,245718,38963,53433,4253500, 4.37 , 0.91 , 5.77 , 1.25 ,45094,64286,13200,19106,313128,14.40,4.21,20.53,6.10
Iowa,1993,53010,66435,19296,24194,2092500, 2.53 , 0.92 , 3.17 , 1.15 ,4187,6302,1998,3219,34047,12.29,5.86,18.51,9.45
Kansas,1993,55711,76807,24471,30198,1864500, 2.98 , 1.31 , 4.11 , 1.61 ,11119,16680,6264,7733,102180,10.88,6.13,16.32,7.56
Kentucky,1993,73895,98821,34698,45138,2827500, 2.61 , 1.22 , 3.49 , 1.59 ,13255,20095,6838,10346,190733,6.94,3.58,10.53,5.42
Louisiana,1993,101620,170336,44631,67099,3072500, 3.30 , 1.45 , 5.54 , 2.18 ,62913,108997,40234,57466,874912,7.19,4.59,12.45,6.56
Maine,1993,29308,33882,7471,8940,931500, 3.14 , 0.80 , 3.63 , 0.95 ,340,400,36,73,4025,8.46,0.89,9.95,1.82
Maryland,1993,189228,245584,58422,78686,3729500, 5.07 , 1.56 , 6.58 , 2.10 ,104827,143636,34515,50100,922010,11.36,3.74,15.57,5.43
Massachusetts,1993,193128,231941,25196,35230,4590000, 4.20 , 0.54 , 5.05 , 0.76 ,43702,55093,6131,9969,226092,19.32,2.71,24.36,4.40
Michigan,1993,283549,392386,75034,114352,6965000, 4.07 , 1.07 , 5.63 , 1.64 ,58453,102411,34005,56548,929502,6.28,3.65,11.01,6.08
Minnesota,1993,131683,163009,18264,22464,3317000, 3.96 , 0.55 , 4.91 , 0.67 ,12306,17330,3586,5086,62584,19.66,5.72,27.69,8.12
Mississippi,1993,65454,82820,23855,33762,1889000, 3.46 , 1.26 , 4.38 , 1.78 ,36152,48131,13167,20508,604180,5.98,2.17,7.96,3.39
Missouri,1993,121623,178201,43308,59486,3876500, 3.13 , 1.11 , 4.59 , 1.53 ,33982,54463,14376,22105,381199,8.91,3.77,14.28,5.79
Montana,1993,18736,24955,5763,7304,611500, 3.06 , 0.94 , 4.08 , 1.19 ,195,280,97,124,2021,9.68,4.81,13.86,6.14
Nebraska,1993,35061,42357,10082,12600,1178000, 2.97 , 0.85 , 3.59 , 1.06 ,4674,6379,2379,3253,39206,11.92,6.06,16.27,8.29
Nevada,1993,27956,43037,15806,21944,1049500, 2.66 , 1.50 , 4.10 , 2.09 ,7012,11332,4763,6586,69392,10.10,6.86,16.33,9.49
New Hamp,1993,20317,25302,3156,4931,840500, 2.41 , 0.37 , 3.01 , 0.58 ,845,1091,103,179,6175,13.69,1.68,17.67,2.91
New Jersey,1993,182989,326070,69218,93049,5969000, 3.06 , 1.15 , 5.46 , 1.55 ,78831,163231,34447,51153,788142,10.00,4.37,20.71,6.49
New Mexico,1993,42939,51385,13288,16786,1144000, 3.75 , 1.16 , 4.49 , 1.46 ,6211,7429,2675,3074,24025,25.85,11.13,30.92,12.79
New York,1993,318236,516032,152804,217373,13675500, 2.32 , 1.11 , 3.77 , 1.58 ,134058,243438,94397,130767,2227252,6.01,4.23,10.92,5.87
North Carolina,1993,162375,228876,102745,124637,5277000, 3.07 , 1.94 , 4.33 , 2.36 ,65498,103805,49815,63943,1068190,6.13,4.66,9.71,5.98
North Dakota,1993,10433,12739,2743,3241,464500, 2.24 , 0.59 , 2.74 , 0.69 ,196,234,76,88,2669,7.36,2.88,8.80,3.33
Ohio,1993,307358,388160,116290,156354,8260000, 3.72 , 1.40 , 4.69 , 1.89 ,135549,176719,49572,71483,832850,16.27,5.95,21.21,8.58
Oklahoma,1993,115730,156255,35946,52355,2373000, 4.87 , 1.51 , 6.58 , 2.20 ,24758,36810,9596,15588,159292,15.54,6.02,23.10,9.78
Oregon,1993,74756,120731,33375,39932,2265500, 3.29 , 1.47 , 5.32 , 1.76 ,4372,9068,3698,4672,34150,12.80,10.82,26.55,13.68
Pennsylvania,1993,205669,335724,53119,79169,9186500, 2.23 , 0.57 , 3.65 , 0.86 ,44272,98037,18783,34946,800503,5.53,2.34,12.24,4.36
Rhode Island,1993,30644,44542,4187,6970,766000, 4.00 , 0.54 , 5.81 , 0.90 ,5881,9141,760,1634,28708,20.48,2.64,31.84,5.69
South Carolina,1993,86037,123544,44147,62851,2719500, 3.16 , 1.62 , 4.54 , 2.31 ,38210,61827,21693,34624,742214,5.14,2.92,8.33,4.66
South Dakota,1993,19267,23795,5842,7395,513500, 3.75 , 1.13 , 4.63 , 1.44 ,177,238,100,147,2550,6.94,3.95,9.36,5.79
Tennessee,1993,87746,140389,37387,50211,3854500, 2.27 , 0.96 , 3.64 , 1.30 ,33912,58884,16247,22452,560608,6.04,2.89,10.50,4.00
Texas,1993,458704,853892,180073,250200,12923500, 3.54 , 1.39 , 6.60 , 1.93 ,127762,265074,63352,94629,1478657,8.64,4.28,17.92,6.39
Utah,1993,23652,33968,8335,11223,1207500, 1.95 , 0.69 , 2.81 , 0.92 ,1166,1834,704,949,8591,13.57,8.20,21.34,11.05
Vermont,1993,13059,17025,3653,4876,429000, 3.04 , 0.85 , 3.96 , 1.13 ,77,125,44,71,1931,4.00,2.29,6.49,3.71
Virginia,1993,143411,202444,58868,81718,4911000, 2.92 , 1.19 , 4.12 , 1.66 ,62951,96403,30014,44900,877595,7.17,3.42,10.98,5.11
Washington,1993,121939,202556,30702,41121,3906000, 3.12 , 0.78 , 5.18 , 1.05 ,15449,27069,4849,7152,107368,14.38,4.51,25.21,6.66
West Virginia,1993,20967,27025,7327,9132,1382500, 1.51 , 0.53 , 1.95 , 0.66 ,1833,2531,982,1251,38952,4.70,2.52,6.49,3.21
Wisconsin,1993,84058,118662,28312,37093,3726000, 2.25 , 0.75 , 3.18 , 0.99 ,18926,30817,8298,12419,165012,11.46,5.02,18.67,7.52
Wyoming,1993,9330,13567,3336,4465,336000, 2.77 , 0.99 , 4.03 , 1.32 ,253,381,136,195,2677,9.47,5.10,14.26,7.30
Alabama,1992,140473,179010,42939,60392,3080000, 4.56 , 1.39 , 5.81 , 1.96 ,60263,82782,19288,30623,705320,8.54,2.73,11.73,4.34
Alaska,1992,12799,19862,5409,8274,405000, 3.16 , 1.33 , 4.90 , 2.04 ,1421,2227,925,1290,15390,9.23,6.01,14.47,8.38
Arizona,1992,96065,147718,30703,47180,2812000, 3.41 , 1.09 , 5.25 , 1.67 ,13642,20400,7260,10110,78736,17.32,9.22,25.90,12.84
Arkansas,1992,34622,62259,25809,34434,1774000, 1.95 , 1.45 , 3.50 , 1.94 ,14615,26795,10481,15421,243038,6.01,4.31,11.02,6.34
California,1992,1012002,1359000,369262,475758,22521000, 4.49 , 1.63 , 6.03 , 2.11 ,244086,346710,117700,155161,1666554,14.64,7.06,20.80,9.31
Colorado,1992,101390,131528,23292,32289,2579000, 3.93 , 0.90 , 5.09 , 1.25 ,10116,16648,3701,5884,100581,10.05,3.67,16.55,5.85
Connecticut,1992,111609,150975,38066,49469,2508000, 4.45 , 1.51 , 6.01 , 1.97 ,38824,52943,16949,23966,195624,19.84,8.66,27.06,12.25
Delaware,1992,9772,22088,4806,8857,521000, 1.87 , 0.92 , 4.23 , 1.70 ,4483,11175,2301,4983,85444,5.24,2.69,13.07,5.83
Florida,1992,750175,892611,180363,228665,10422000, 7.19 , 1.73 , 8.56 , 2.19 ,257157,319938,85525,113974,1229796,20.91,6.95,26.01,9.26
Georgia,1992,288452,420362,89359,114649,5006000, 5.76 , 1.78 , 8.39 , 2.29 ,138189,213394,46839,63996,1246494,11.08,3.75,17.11,5.13
Hawaii,1992,27189,37889,4118,7044,866000, 3.13 , 0.47 , 4.37 , 0.81 ,1182,1753,215,415,18186,6.50,1.18,9.63,2.28
Idaho,1992,23689,30576,7491,9747,750000, 3.15 , 0.99 , 4.07 , 1.29 ,559,712,250,277,3966,14.09,6.31,17.96,6.99
Illinois,1992,251519,355564,88113,119753,8598000, 2.92 , 1.02 , 4.13 , 1.39 ,89795,148943,52168,74608,1195122,7.51,4.36,12.46,6.24
Indiana,1992,176619,220367,36470,50415,4209000, 4.19 , 0.86 , 5.23 , 1.19 ,41370,55585,11886,17453,307257,13.46,3.86,18.09,5.68
Iowa,1992,50150,63108,18232,22750,2073000, 2.41 , 0.87 , 3.04 , 1.09 ,3816,5753,1821,2901,31095,12.27,5.85,18.50,9.32
Kansas,1992,53417,74065,22901,28929,1840000, 2.90 , 1.24 , 4.02 , 1.57 ,10425,16763,5726,8130,99360,10.49,5.76,16.87,8.18
Kentucky,1992,70747,94230,32522,42886,2798000, 2.52 , 1.16 , 3.36 , 1.53 ,12398,18731,6184,9577,187466,6.61,3.29,9.99,5.10
Louisiana,1992,95958,159079,40038,60934,3045000, 3.15 , 1.31 , 5.22 , 2.00 ,57669,100064,35966,52056,867825,6.64,4.14,11.53,5.99
Maine,1992,27186,34177,7274,8793,932000, 2.91 , 0.78 , 3.66 , 0.94 ,339,405,32,65,3600,9.44,0.91,11.27,1.82
Maryland,1992,187887,243348,55857,75834,3705000, 5.07 , 1.50 , 6.56 , 2.04 ,104505,142423,32586,47874,904020,11.56,3.60,15.75,5.29
Massachusetts,1992,185762,225404,24295,34348,4616000, 4.02 , 0.52 , 4.88 , 0.74 ,41682,53150,5756,9631,226184,18.42,2.54,23.49,4.25
Michigan,1992,275353,374651,71839,110952,6947000, 3.96 , 1.03 , 5.39 , 1.59 ,55924,96136,32078,54916,917004,6.09,3.49,10.48,5.98
Minnesota,1992,124145,154649,17246,21168,3272000, 3.79 , 0.52 , 4.72 , 0.64 ,10940,15792,3297,4590,62168,17.59,5.30,25.40,7.38
Mississippi,1992,56679,78811,22487,31267,1873000, 3.02 , 1.20 , 4.20 , 1.66 ,30769,45282,12249,18662,599360,5.13,2.04,7.55,3.11
Missouri,1992,117602,173233,41839,58028,3851000, 3.05 , 1.08 , 4.49 , 1.50 ,33012,52846,13832,21559,377398,8.74,3.66,14.00,5.71
Montana,1992,18174,24282,5601,7099,600000, 3.02 , 0.93 , 4.04 , 1.18 ,187,268,96,121,1739,10.76,5.55,15.46,6.99
Nebraska,1992,34236,40373,9671,12185,1164000, 2.94 , 0.83 , 3.46 , 1.04 ,4439,5919,2230,3092,38412,11.55,5.80,15.40,8.05
Nevada,1992,25414,40577,14506,20555,1011000, 2.51 , 1.43 , 4.01 , 2.03 ,6295,10716,4360,6203,64306,9.79,6.78,16.66,9.64
New Hamp,1992,19915,24950,3157,4934,838000, 2.37 , 0.37 , 2.97 , 0.58 ,831,1061,72,151,5772,14.40,1.25,18.38,2.61
New Jersey,1992,177484,308033,66835,89488,5964000, 2.97 , 1.12 , 5.16 , 1.50 ,75382,150956,32886,48480,781284,9.64,4.20,19.32,6.20
New Mexico,1992,40956,49486,12578,16299,1121000, 3.65 , 1.12 , 4.41 , 1.45 ,5908,7107,2508,2910,22172,26.64,11.31,32.05,13.12
New York,1992,299123,498931,143493,205229,13705000, 2.18 , 1.04 , 3.64 , 1.49 ,123057,228633,87463,118886,2206505,5.57,3.96,10.36,5.38
North Carolina,1992,154727,216488,98019,118473,5190000, 2.98 , 1.88 , 4.17 , 2.28 ,61300,95936,46772,59658,1048380,5.84,4.46,9.15,5.69
North Dakota,1992,10025,12297,2665,3142,462000, 2.17 , 0.57 , 2.66 , 0.68 ,192,224,75,83,2479,7.75,3.04,9.05,3.36
Ohio,1992,298137,371280,108657,147035,8207000, 3.63 , 1.32 , 4.52 , 1.79 ,130982,167605,45467,66128,820700,15.95,5.54,20.42,8.05
Oklahoma,1992,112358,151706,35872,50693,2352000, 4.77 , 1.52 , 6.45 , 2.15 ,23866,35334,9530,15004,157584,15.14,6.04,22.42,9.52
Oregon,1992,71390,116652,31452,38035,2220000, 3.21 , 1.41 , 5.25 , 1.71 ,4154,8606,3394,4409,33300,12.47,10.19,25.84,13.24
Pennsylvania,1992,189143,317572,50756,75730,9161000, 2.06 , 0.55 , 3.46 , 0.82 ,41838,92720,17829,33298,797007,5.24,2.23,11.63,4.17
Rhode Island,1992,28389,41744,3854,6629,768000, 3.69 , 0.50 , 5.43 , 0.86 ,5361,8507,671,1562,28416,18.86,2.36,29.93,5.50
South Carolina,1992,82278,118073,40648,59291,2699000, 3.04 , 1.50 , 4.37 , 2.19 ,35666,57906,19291,31924,731429,4.87,2.63,7.91,4.36
South Dakota,1992,18855,22132,5681,7168,505000, 3.73 , 1.12 , 4.38 , 1.41 ,142,262,106,146,2200,6.46,4.84,11.92,6.65
Tennessee,1992,89252,125659,35434,47283,3796000, 2.35 , 0.93 , 3.31 , 1.24 ,33921,51939,15187,20923,554216,6.12,2.74,9.37,3.77
Texas,1992,422815,790045,167601,228779,12681000, 3.33 , 1.32 , 6.23 , 1.80 ,112376,244458,57899,86056,1458315,7.70,3.97,16.76,5.90
Utah,1992,22673,31930,7618,10317,1169000, 1.93 , 0.65 , 2.73 , 0.88 ,1119,1727,649,902,8183,13.68,7.93,21.10,11.03
Vermont,1992,12163,16621,3573,4827,429000, 2.83 , 0.83 , 3.87 , 1.12 ,72,121,42,70,1636,4.42,2.60,7.41,4.28
Virginia,1992,132984,187696,54837,76036,4855000, 2.73 , 1.12 , 3.86 , 1.56 ,57451,88403,27532,41263,864190,6.64,3.18,10.22,4.77
Washington,1992,116671,191619,28869,38828,3812000, 3.06 , 0.75 , 5.02 , 1.01 ,14296,25507,4462,6679,106736,13.39,4.18,23.89,6.25
West Virginia,1992,20701,26544,7437,9111,1376000, 1.50 , 0.54 , 1.92 , 0.66 ,1810,2474,999,1246,39904,4.53,2.50,6.20,3.12
Wisconsin,1992,82616,114605,26876,35788,3675000, 2.24 , 0.73 , 3.11 , 0.97 ,18548,29052,7593,11587,158025,11.73,4.80,18.38,7.33
Wyoming,1992,8607,13029,3247,4310,329000, 2.61 , 0.98 , 3.96 , 1.31 ,242,364,133,185,2488,9.72,5.34,14.66,7.45
Alabama,1991,135505,176106,40498,57258,3037500, 4.46 , 1.33 , 5.79 , 1.88 ,56370,79708,17905,28698,700090,8.05,2.55,11.38,4.09
Alaska,1991,12351,19074,5013,7719,395000, 3.12 , 1.26 , 4.82 , 1.95 ,1428,2172,927,1266,14586,9.79,6.36,14.89,8.68
