State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
North Carolina,1985," 103,883 "," 139,704 "," 57,756 "," 75,100 "," 4,674,000 ", 2.22 , 1.23 , 2.98 , 1.60 ," 34,919 "," 52,235 "," 24,745 "," 34,118 "," 944,362 ", 3.69 , 2.62 , 5.53 , 3.61 
North Dakota,1985," 9,055 "," 11,087 "," 1,967 "," 2,389 "," 493,000 ", 1.83 , 0.39 , 2.24 , 0.48 , 216 , 239 , 83 , 88 ," 2,169 ", 9.97 , 3.85 , 11.04 , 4.08 
Ohio,1985," 205,574 "," 262,919 "," 72,445 "," 93,309 "," 7,874,000 ", 2.61 , 0.92 , 3.33 , 1.18 ," 88,560 "," 114,887 "," 26,825 "," 36,522 "," 766,293 ", 11.55 , 3.50 , 14.99 , 4.76 
Oklahoma,1985," 89,115 "," 108,855 "," 25,777 "," 34,107 "," 2,423,000 ", 3.67 , 1.06 , 4.49 , 1.40 ," 17,813 "," 22,461 "," 6,262 "," 8,745 "," 135,907 ", 13.10 , 4.60 , 16.52 , 6.43 
Oregon,1985," 55,013 "," 75,375 "," 18,111 "," 22,565 "," 2,003,000 ", 2.74 , 0.90 , 3.76 , 1.12 ," 3,117 "," 4,591 "," 1,602 "," 2,119 "," 26,661 ", 11.69 , 6.01 , 17.22 , 7.94 
Pennsylvania,1985," 219,249 "," 279,475 "," 37,724 "," 51,951 "," 9,009,500 ", 2.43 , 0.41 , 3.10 , 0.57 ," 53,782 "," 77,175 "," 13,913 "," 21,948 "," 752,643 ", 7.14 , 1.84 , 10.25 , 2.91 
Rhode Island,1985," 15,986 "," 23,503 "," 2,672 "," 3,979 "," 744,000 ", 2.14 , 0.35 , 3.15 , 0.53 ," 2,775 "," 4,291 ", 456 , 834 ," 22,482 ", 12.34 , 2.03 , 19.08 , 3.71 
South Carolina,1985," 65,534 "," 84,170 "," 29,192 "," 39,702 "," 2,428,000 ", 2.69 , 1.20 , 3.46 , 1.63 ," 26,188 "," 36,588 "," 12,340 "," 18,677 "," 654,176 ", 4.00 , 1.88 , 5.59 , 2.85 
South Dakota,1985," 9,932 "," 12,609 "," 4,108 "," 5,155 "," 506,500 ", 1.96 , 0.81 , 2.48 , 1.01 , 64 , 99 , 53 , 75 ," 1,794 ", 3.57 , 2.97 , 5.56 , 4.20 
Tennessee,1985," 60,282 "," 89,620 "," 27,137 "," 34,264 "," 3,526,500 ", 1.70 , 0.76 , 2.54 , 0.97 ," 23,259 "," 34,514 "," 10,878 "," 13,642 "," 508,526 ", 4.57 , 2.13 , 6.78 , 2.68 
Texas,1985," 292,647 "," 494,182 "," 93,072 "," 130,604 "," 11,650,500 ", 2.51 , 0.79 , 4.24 , 1.12 ," 72,114 "," 138,193 "," 28,690 "," 44,722 "," 1,253,121 ", 5.75 , 2.28 , 11.02 , 3.56 
Utah,1985," 15,465 "," 21,520 "," 4,427 "," 6,060 "," 1,041,000 ", 1.48 , 0.42 , 2.06 , 0.58 , 718 ," 1,118 ", 410 , 559 ," 7,135 ", 10.06 , 5.75 , 15.67 , 7.84 
Vermont,1985," 10,122 "," 13,684 "," 2,787 "," 3,464 "," 396,500 ", 2.55 , 0.70 , 3.45 , 0.87 , 53 , 80 , 27 , 40 ," 1,048 ", 5.05 , 2.65 , 7.69 , 3.83 
Virginia,1985," 94,246 "," 128,323 "," 33,690 "," 45,763 "," 4,309,000 ", 2.18 , 0.78 , 2.97 , 1.06 ," 36,010 "," 51,443 "," 14,890 "," 21,315 "," 766,541 ", 4.69 , 1.94 , 6.71 , 2.78 
Washington,1985," 64,895 "," 99,607 "," 20,998 "," 27,907 "," 3,272,500 ", 1.98 , 0.64 , 3.04 , 0.85 ," 7,801 "," 11,384 "," 2,799 "," 3,786 "," 77,169 ", 10.11 , 3.62 , 14.75 , 4.90 
West Virginia,1985," 19,615 "," 24,282 "," 7,339 "," 9,064 "," 1,433,500 ", 1.36 , 0.51 , 1.69 , 0.63 ," 1,711 "," 2,267 "," 1,041 "," 1,301 "," 41,413 ", 4.13 , 2.51 , 5.47 , 3.14 
Wisconsin,1985," 66,410 "," 85,176 "," 21,255 "," 24,807 "," 3,497,000 ", 1.89 , 0.60 , 2.43 , 0.70 ," 13,470 "," 18,905 "," 4,937 "," 6,291 "," 127,250 ", 10.58 , 3.87 , 14.85 , 4.94 
Wyoming,1985," 5,753 "," 8,557 "," 2,690 "," 3,448 "," 357,000 ", 1.61 , 0.75 , 2.39 , 0.96 , 164 , 242 , 111 , 146 ," 2,275 ", 7.21 , 4.87 , 10.66 , 6.44 
Alabama,1984," 124,126 "," 151,757 "," 30,231 "," 40,713 "," 2,893,000 ", 4.29 , 1.04 , 5.24 , 1.40 ," 48,500 "," 62,173 "," 12,403 "," 18,248 "," 657,876 ", 7.37 , 1.88 , 9.45 , 2.77 
Alaska,1984," 6,398 "," 10,544 "," 1,613 "," 3,580 "," 348,000 ", 1.83 , 0.46 , 3.03 , 1.02 , 475 , 812 , 163 , 339 ," 10,797 ", 4.39 , 1.51 , 7.52 , 3.14 
Arizona,1984," 66,535 "," 91,159 "," 14,313 "," 22,158 "," 2,257,000 ", 2.94 , 0.63 , 4.03 , 0.98 ," 8,709 "," 11,850 "," 3,901 "," 5,227 "," 55,945 ", 15.56 , 6.97 , 21.18 , 9.34 
Arkansas,1984," 19,996 "," 35,812 "," 17,673 "," 22,145 "," 1,705,000 ", 1.17 , 1.03 , 2.10 , 1.29 ," 7,050 "," 14,701 "," 6,545 "," 8,686 "," 231,530 ", 3.04 , 2.82 , 6.34 , 3.75 
California,1984," 678,916 "," 853,266 "," 121,253 "," 164,581 "," 19,094,000 ", 3.55 , 0.63 , 4.46 , 0.86 ," 141,405 "," 183,456 "," 31,808 "," 45,251 "," 1,101,079 ", 12.84 , 2.88 , 16.66 , 4.10 
Colorado,1984," 83,710 "," 99,839 "," 17,428 "," 20,659 "," 2,347,000 ", 3.56 , 0.74 , 4.25 , 0.88 ," 8,666 "," 10,527 "," 2,408 "," 2,966 "," 77,114 ", 11.23 , 3.12 , 13.65 , 3.84 
Connecticut,1984," 49,062 "," 73,832 "," 17,679 "," 23,397 "," 2,408,000 ", 2.03 , 0.73 , 3.06 , 0.97 ," 14,839 "," 23,619 "," 6,396 "," 9,528 "," 158,757 ", 9.34 , 4.02 , 14.87 , 6.00 
Delaware,1984," 4,018 "," 9,944 "," 2,654 "," 4,856 "," 458,000 ", 0.87 , 0.57 , 2.17 , 1.06 ," 1,854 "," 4,521 "," 1,181 "," 2,362 "," 70,852 ", 2.61 , 1.66 , 6.38 , 3.33 
Florida,1984," 252,246 "," 326,108 "," 70,887 "," 97,801 "," 8,631,000 ", 2.92 , 0.82 , 3.77 , 1.13 ," 72,589 "," 98,353 "," 27,899 "," 40,408 "," 997,566 ", 7.27 , 2.79 , 9.85 , 4.05 
Georgia,1984," 156,643 "," 223,844 "," 53,141 "," 68,949 "," 4,228,000 ", 3.70 , 1.25 , 5.29 , 1.63 ," 68,414 "," 98,064 "," 24,930 "," 33,338 "," 1,035,187 ", 6.60 , 2.40 , 9.47 , 3.22 
Hawaii,1984," 13,623 "," 21,176 "," 1,264 "," 3,229 "," 758,000 ", 1.79 , 0.16 , 2.79 , 0.42 , 233 , 561 , 28 , 143 ," 13,857 ", 1.68 , 0.20 , 4.05 , 1.03 
Idaho,1984," 15,518 "," 20,311 "," 5,234 "," 6,487 "," 689,000 ", 2.25 , 0.75 , 2.94 , 0.94 , 302 , 399 , 153 , 182 ," 3,968 ", 7.61 , 3.87 , 10.06 , 4.59 
Illinois,1984," 149,005 "," 211,094 "," 50,974 "," 68,088 "," 8,436,000 ", 1.76 , 0.60 , 2.50 , 0.80 ," 47,920 "," 74,650 "," 26,095 "," 36,619 "," 1,128,338 ", 4.24 , 2.31 , 6.61 , 3.24 
Indiana,1984," 118,304 "," 143,546 "," 26,082 "," 35,410 "," 3,998,000 ", 2.95 , 0.65 , 3.59 , 0.88 ," 25,299 "," 32,418 "," 7,059 "," 10,263 "," 284,053 ", 8.90 , 2.48 , 11.41 , 3.61 
Iowa,1984," 40,855 "," 50,548 "," 11,385 "," 14,221 "," 2,121,000 ", 1.92 , 0.53 , 2.38 , 0.67 ," 2,677 "," 3,606 ", 868 ," 1,327 "," 29,018 ", 9.22 , 2.99 , 12.42 , 4.57 
Kansas,1984," 35,652 "," 49,963 "," 15,405 "," 19,649 "," 1,791,000 ", 1.99 , 0.86 , 2.78 , 1.09 ," 6,454 "," 10,114 "," 3,176 "," 4,656 "," 88,554 ", 7.28 , 3.58 , 11.42 , 5.25 
Kentucky,1984," 53,683 "," 74,266 "," 24,548 "," 29,368 "," 2,696,000 ", 1.99 , 0.91 , 2.75 , 1.08 ," 8,463 "," 12,383 "," 3,900 "," 5,120 "," 180,461 ", 4.68 , 2.16 , 6.86 , 2.83 
Louisiana,1984," 90,558 "," 120,257 "," 22,484 "," 36,143 "," 3,124,000 ", 2.89 , 0.71 , 3.84 , 1.15 ," 41,225 "," 58,762 "," 19,855 "," 29,646 "," 801,552 ", 5.14 , 2.47 , 7.33 , 3.69 
Maine,1984," 16,409 "," 20,653 "," 6,392 "," 7,424 "," 856,000 ", 1.91 , 0.74 , 2.41 , 0.86 , 157 , 204 , 21 , 33 ," 2,569 ", 6.14 , 0.84 , 7.95 , 1.28 
Maryland,1984," 102,231 "," 153,738 "," 42,584 "," 55,708 "," 3,259,000 ", 3.13 , 1.30 , 4.71 , 1.70 ," 52,533 "," 81,621 "," 22,569 "," 31,313 "," 742,872 ", 7.07 , 3.03 , 10.98 , 4.21 
Massachusetts,1984," 126,182 "," 147,145 "," 14,787 "," 19,670 "," 4,459,000 ", 2.82 , 0.33 , 3.29 , 0.44 ," 24,712 "," 29,137 "," 2,548 "," 3,978 "," 170,208 ", 14.51 , 1.49 , 17.11 , 2.33 
Michigan,1984," 223,983 "," 277,510 "," 55,144 "," 69,748 "," 6,591,000 ", 3.39 , 0.83 , 4.21 , 1.05 ," 37,251 "," 51,635 "," 21,447 "," 28,907 "," 828,504 ", 4.49 , 2.58 , 6.23 , 3.48 
Minnesota,1984," 67,601 "," 93,329 "," 12,140 "," 14,307 "," 3,048,000 ", 2.21 , 0.39 , 3.06 , 0.46 ," 5,138 "," 7,664 "," 1,764 "," 2,185 "," 36,717 ", 13.99 , 4.80 , 20.87 , 5.95 
Mississippi,1984," 45,900 "," 61,962 "," 14,434 "," 20,549 "," 1,804,000 ", 2.54 , 0.80 , 3.43 , 1.13 ," 23,883 "," 33,442 "," 7,398 "," 11,448 "," 552,177 ", 4.32 , 1.33 , 6.05 , 2.07 
Missouri,1984," 84,424 "," 112,936 "," 24,742 "," 33,522 "," 3,697,000 ", 2.28 , 0.66 , 3.05 , 0.90 ," 24,267 "," 32,562 "," 7,553 "," 10,728 "," 349,222 ", 6.94 , 2.16 , 9.32 , 3.07 
Montana,1984," 15,332 "," 19,390 "," 4,687 "," 5,652 "," 588,000 ", 2.60 , 0.79 , 3.29 , 0.96 , 147 , 189 , 86 , 97 ," 1,134 ", 12.98 , 7.65 , 16.68 , 8.58 
Nebraska,1984," 23,054 "," 27,642 "," 7,541 "," 9,195 "," 1,169,000 ", 1.97 , 0.64 , 2.36 , 0.78 ," 2,371 "," 3,085 "," 1,344 "," 1,768 "," 31,904 ", 7.43 , 4.21 , 9.66 , 5.54 
Nevada,1984," 14,527 "," 22,029 "," 6,045 "," 9,533 "," 686,000 ", 2.11 , 0.88 , 3.21 , 1.38 ," 3,076 "," 5,084 "," 1,541 "," 2,528 "," 40,261 ", 7.64 , 3.82 , 12.62 , 6.27 
New Hamp,1984," 15,728 "," 18,249 "," 1,918 "," 2,499 "," 734,000 ", 2.14 , 0.26 , 2.48 , 0.34 , 688 , 871 , 9 , 28 ," 3,795 ", 18.14 , 0.26 , 22.96 , 0.76 
New Jersey,1984," 169,191 "," 215,730 "," 36,977 "," 47,340 "," 5,709,000 ", 2.96 , 0.64 , 3.77 , 0.82 ," 72,739 "," 92,548 "," 13,739 "," 18,959 "," 673,177 ", 10.80 , 2.04 , 13.74 , 2.81 
New Mexico,1984," 17,699 "," 24,880 "," 7,925 "," 10,054 "," 995,000 ", 1.77 , 0.79 , 2.50 , 1.01 ," 2,685 "," 3,780 "," 1,685 "," 1,934 "," 16,026 ", 16.75 , 10.51 , 23.58 , 12.07 
New York,1984," 256,117 "," 359,212 "," 87,014 "," 120,123 "," 13,362,000 ", 1.91 , 0.65 , 2.68 , 0.89 ," 97,534 "," 158,872 "," 49,980 "," 71,734 "," 1,785,598 ", 5.46 , 2.79 , 8.89 , 4.01 
North Carolina,1984," 97,053 "," 132,166 "," 54,969 "," 71,340 "," 4,600,000 ", 2.10 , 1.19 , 2.87 , 1.55 ," 31,791 "," 48,203 "," 23,381 "," 31,941 "," 929,014 ", 3.42 , 2.51 , 5.18 , 3.43 
North Dakota,1984," 8,965 "," 10,975 "," 1,920 "," 2,352 "," 491,000 ", 1.82 , 0.39 , 2.23 , 0.47 , 213 , 249 , 85 , 93 ," 2,109 ", 10.14 , 4.04 , 11.80 , 4.41 
Ohio,1984," 193,466 "," 250,876 "," 70,139 "," 88,758 "," 7,857,000 ", 2.46 , 0.89 , 3.19 , 1.12 ," 77,484 "," 102,086 "," 25,934 "," 34,015 "," 755,524 ", 10.25 , 3.43 , 13.51 , 4.50 
Oklahoma,1984," 87,668 "," 107,740 "," 24,918 "," 32,790 "," 2,401,000 ", 3.65 , 1.03 , 4.48 , 1.36 ," 17,477 "," 22,169 "," 6,021 "," 8,378 "," 135,210 ", 12.92 , 4.45 , 16.39 , 6.19 
Oregon,1984," 51,065 "," 70,129 "," 17,115 "," 21,339 "," 1,990,000 ", 2.56 , 0.86 , 3.52 , 1.07 ," 2,979 "," 4,083 "," 1,463 "," 1,851 "," 25,959 ", 11.47 , 5.63 , 15.73 , 7.13 
Pennsylvania,1984," 208,402 "," 266,772 "," 36,237 "," 49,327 "," 8,996,000 ", 2.31 , 0.40 , 2.96 , 0.54 ," 51,160 "," 71,730 "," 13,101 "," 19,847 "," 744,464 ", 6.87 , 1.75 , 9.63 , 2.66 
Rhode Island,1984," 14,886 "," 21,976 "," 2,534 "," 3,755 "," 738,000 ", 2.01 , 0.34 , 2.97 , 0.50 ," 2,705 "," 3,926 ", 421 , 722 ," 21,535 ", 12.56 , 1.95 , 18.23 , 3.35 
South Carolina,1984," 63,398 "," 81,743 "," 27,702 "," 37,560 "," 2,389,000 ", 2.65 , 1.15 , 3.42 , 1.57 ," 25,217 "," 34,693 "," 11,473 "," 17,003 "," 644,280 ", 3.91 , 1.78 , 5.38 , 2.63 
South Dakota,1984," 6,860 "," 9,082 "," 4,061 "," 4,982 "," 504,000 ", 1.36 , 0.80 , 1.80 , 0.98 , 63 , 86 , 51 , 66 ," 1,728 ", 3.65 , 3.00 , 5.02 , 3.83 
Tennessee,1984," 54,252 "," 83,036 "," 25,631 "," 32,933 "," 3,490,000 ", 1.55 , 0.73 , 2.37 , 0.94 ," 20,277 "," 32,450 "," 10,181 "," 13,327 "," 501,194 ", 4.04 , 2.03 , 6.47 , 2.65 
Texas,1984," 276,659 "," 463,032 "," 86,383 "," 123,065 "," 11,410,000 ", 2.42 , 0.75 , 4.05 , 1.07 ," 76,423 "," 124,268 "," 26,380 "," 38,653 "," 1,227,383 ", 6.22 , 2.14 , 10.12 , 3.14 
Utah,1984," 14,260 "," 20,640 "," 4,154 "," 5,654 "," 1,024,000 ", 1.39 , 0.40 , 2.01 , 0.55 , 668 ," 1,044 ", 379 , 506 ," 7,017 ", 9.52 , 5.40 , 14.87 , 7.21 
Vermont,1984," 11,988 "," 15,011 "," 2,698 "," 3,213 "," 392,000 ", 3.05 , 0.68 , 3.82 , 0.81 , 48 , 71 , 26 , 35 , 986 , 4.96 , 2.65 , 7.22 , 3.58 
Virginia,1984," 93,649 "," 126,118 "," 32,169 "," 43,008 "," 4,241,000 ", 2.20 , 0.75 , 2.97 , 1.01 ," 35,742 "," 50,334 "," 14,204 "," 19,939 "," 750,783 ", 4.76 , 1.89 , 6.70 , 2.65 
Washington,1984," 57,749 "," 88,128 "," 20,187 "," 27,008 "," 3,228,000 ", 1.78 , 0.62 , 2.73 , 0.83 ," 6,828 "," 10,623 "," 2,656 "," 3,818 "," 76,327 ", 8.94 , 3.47 , 13.91 , 5.00 
West Virginia,1984," 19,398 "," 23,859 "," 7,309 "," 8,894 "," 1,432,000 ", 1.35 , 0.51 , 1.66 , 0.62 ," 1,738 "," 2,109 "," 1,016 "," 1,180 "," 42,091 ", 4.13 , 2.41 , 5.01 , 2.80 
Wisconsin,1984," 65,784 "," 82,035 "," 20,885 "," 22,787 "," 3,479,000 ", 1.89 , 0.60 , 2.35 , 0.65 ," 13,937 "," 17,487 "," 4,701 "," 5,260 "," 123,400 ", 11.29 , 3.80 , 14.17 , 4.26 
Wyoming,1984," 5,801 "," 8,528 "," 2,722 "," 3,446 "," 354,000 ", 1.63 , 0.76 , 2.40 , 0.97 , 183 , 231 , 115 , 137 ," 2,285 ", 8.00 , 5.06 , 10.12 , 6.00 
Alabama,1983," 121,028 "," 147,112 "," 28,953 "," 38,809 "," 2,858,000 ", 4.23 , 1.01 , 5.14 , 1.35 ," 46,545 "," 59,941 "," 11,780 "," 17,486 "," 651,245 ", 7.14 , 1.80 , 9.20 , 2.68 
Alaska,1983," 5,840 "," 9,312 "," 1,380 "," 3,014 "," 329,000 ", 1.77 , 0.41 , 2.83 , 0.91 , 428 , 709 , 140 , 285 ," 10,452 ", 4.09 , 1.34 , 6.78 , 2.73 
Arizona,1983," 61,800 "," 84,858 "," 13,171 "," 20,422 "," 2,174,000 ", 2.84 , 0.60 , 3.90 , 0.93 ," 8,134 "," 11,118 "," 3,684 "," 4,923 "," 54,271 ", 14.98 , 6.78 , 20.48 , 9.07 
Arkansas,1983," 19,026 "," 60,034 "," 15,682 "," 49,926 "," 1,683,000 ", 1.13 , 0.93 , 3.56 , 2.96 ," 6,525 "," 25,705 "," 5,575 "," 21,541 "," 231,034 ", 2.82 , 2.41 , 11.12 , 9.32 
California,1983," 660,883 "," 814,244 "," 109,664 "," 149,037 "," 18,725,500 ", 3.52 , 0.58 , 4.34 , 0.79 ," 134,852 "," 176,604 "," 28,762 "," 42,553 "," 1,137,286 ", 11.85 , 2.52 , 15.52 , 3.74 
Colorado,1983," 81,152 "," 96,436 "," 16,658 "," 19,902 "," 2,301,500 ", 3.52 , 0.72 , 4.19 , 0.86 ," 8,379 "," 10,186 "," 2,276 "," 2,847 "," 74,819 ", 11.19 , 3.04 , 13.61 , 3.80 
Connecticut,1983," 44,125 "," 66,240 "," 16,837 "," 22,311 "," 2,383,500 ", 1.85 , 0.70 , 2.77 , 0.93 ," 13,069 "," 20,989 "," 5,946 "," 8,908 "," 153,628 ", 8.50 , 3.87 , 13.66 , 5.79 
Delaware,1983," 3,479 "," 8,607 "," 2,453 "," 4,651 "," 451,500 ", 0.77 , 0.54 , 1.90 , 1.03 ," 1,521 "," 4,142 "," 1,107 "," 2,421 "," 68,475 ", 2.22 , 1.61 , 6.04 , 3.53 
Florida,1983," 238,146 "," 294,377 "," 66,110 "," 92,444 "," 8,390,500 ", 2.83 , 0.78 , 3.50 , 1.10 ," 67,761 "," 88,924 "," 25,902 "," 38,051 "," 962,253 ", 7.04 , 2.69 , 9.24 , 3.95 
Georgia,1983," 136,276 "," 205,091 "," 49,385 "," 64,743 "," 4,138,500 ", 3.29 , 1.19 , 4.95 , 1.56 ," 58,869 "," 90,620 "," 23,210 "," 31,745 "," 1,011,492 ", 5.82 , 2.29 , 8.95 , 3.13 
Hawaii,1983," 12,715 "," 19,329 "," 1,212 "," 2,912 "," 741,500 ", 1.71 , 0.16 , 2.60 , 0.39 , 200 , 471 , 25 , 120 ," 13,703 ", 1.45 , 0.18 , 3.43 , 0.87 
Idaho,1983," 14,487 "," 19,042 "," 4,931 "," 6,123 "," 677,000 ", 2.13 , 0.72 , 2.81 , 0.90 , 284 , 372 , 149 , 175 ," 4,106 ", 6.92 , 3.64 , 9.06 , 4.27 
Illinois,1983," 140,785 "," 197,449 "," 48,550 "," 64,145 "," 8,390,000 ", 1.67 , 0.57 , 2.35 , 0.76 ," 44,999 "," 68,907 "," 24,543 "," 33,804 "," 1,111,832 ", 4.04 , 2.20 , 6.19 , 3.04 
Indiana,1983," 108,295 "," 131,900 "," 24,681 "," 33,977 "," 3,970,000 ", 2.72 , 0.62 , 3.32 , 0.85 ," 22,774 "," 29,436 "," 6,515 "," 9,650 "," 279,203 ", 8.15 , 2.33 , 10.54 , 3.45 
Iowa,1983," 39,174 "," 49,226 "," 10,760 "," 13,574 "," 2,117,000 ", 1.85 , 0.50 , 2.32 , 0.64 ," 2,594 "," 3,446 ", 806 ," 1,217 "," 28,060 ", 9.24 , 2.87 , 12.28 , 4.33 
Kansas,1983," 33,801 "," 46,758 "," 15,107 "," 18,812 "," 1,779,500 ", 1.89 , 0.84 , 2.62 , 1.05 ," 6,064 "," 9,300 "," 3,071 "," 4,341 "," 87,175 ", 6.95 , 3.52 , 10.66 , 4.98 
Kentucky,1983," 49,575 "," 69,877 "," 23,873 "," 28,625 "," 2,675,000 ", 1.85 , 0.89 , 2.61 , 1.07 ," 7,719 "," 11,609 "," 3,773 "," 4,984 "," 178,828 ", 4.31 , 2.11 , 6.49 , 2.78 
Louisiana,1983," 72,254 "," 99,006 "," 21,058 "," 33,870 "," 3,087,000 ", 2.34 , 0.68 , 3.20 , 1.09 ," 39,657 "," 55,234 "," 18,535 "," 27,648 "," 795,277 ", 4.98 , 2.33 , 6.94 , 3.47 
Maine,1983," 16,010 "," 19,415 "," 6,364 "," 7,154 "," 843,000 ", 1.89 , 0.75 , 2.30 , 0.84 , 153 , 190 , 20 , 29 ," 2,535 ", 6.05 , 0.82 , 7.52 , 1.18 
Maryland,1983," 95,592 "," 142,462 "," 42,252 "," 54,869 "," 3,217,500 ", 2.97 , 1.31 , 4.42 , 1.70 ," 47,939 "," 75,793 "," 22,197 "," 31,022 "," 717,314 ", 6.68 , 3.09 , 10.56 , 4.32 
Massachusetts,1983," 123,728 "," 145,076 "," 14,087 "," 18,459 "," 4,408,500 ", 2.80 , 0.31 , 3.29 , 0.41 ," 24,267 "," 28,753 "," 2,387 "," 3,679 "," 164,019 ", 14.79 , 1.45 , 17.53 , 2.24 
Michigan,1983," 225,098 "," 263,717 "," 53,421 "," 67,803 "," 6,567,000 ", 3.42 , 0.81 , 4.01 , 1.03 ," 35,620 "," 49,546 "," 20,674 "," 28,251 "," 812,088 ", 4.38 , 2.54 , 6.10 , 3.47 
Minnesota,1983," 61,610 "," 86,038 "," 11,746 "," 13,859 "," 3,024,500 ", 2.03 , 0.38 , 2.84 , 0.45 ," 4,536 "," 6,915 "," 1,678 "," 2,082 "," 35,603 ", 12.74 , 4.71 , 19.42 , 5.84 
Mississippi,1983," 43,862 "," 59,198 "," 13,673 "," 19,259 "," 1,788,000 ", 2.45 , 0.76 , 3.31 , 1.07 ," 22,836 "," 31,742 "," 6,978 "," 10,598 "," 547,665 ", 4.16 , 1.27 , 5.79 , 1.93 
Missouri,1983," 78,224 "," 104,467 "," 23,759 "," 32,034 "," 3,666,500 ", 2.13 , 0.64 , 2.84 , 0.87 ," 22,543 "," 30,761 "," 7,291 "," 10,511 "," 345,105 ", 6.53 , 2.11 , 8.91 , 3.04 
Montana,1983," 14,748 "," 18,695 "," 4,603 "," 5,506 "," 582,000 ", 2.53 , 0.79 , 3.21 , 0.94 , 128 , 190 , 87 , 102 ," 1,130 ", 11.33 , 7.70 , 16.84 , 9.04 
Nebraska,1983," 22,393 "," 27,151 "," 7,488 "," 9,117 "," 1,160,000 ", 1.93 , 0.64 , 2.34 , 0.78 ," 2,273 "," 3,043 "," 1,319 "," 1,765 "," 31,292 ", 7.26 , 4.21 , 9.72 , 5.64 
Nevada,1983," 13,197 "," 20,287 "," 5,480 "," 8,668 "," 669,000 ", 1.97 , 0.81 , 3.03 , 1.29 ," 2,781 "," 4,617 "," 1,372 "," 2,252 "," 38,172 ", 7.28 , 3.59 , 12.09 , 5.90 
New Hamp,1983," 15,774 "," 17,894 "," 1,892 "," 2,371 "," 716,500 ", 2.20 , 0.26 , 2.49 , 0.33 , 682 , 814 , 9 , 23 ," 3,518 ", 19.41 , 0.26 , 23.13 , 0.66 
New Jersey,1983," 163,898 "," 209,047 "," 35,964 "," 45,156 "," 5,630,000 ", 2.91 , 0.63 , 3.71 , 0.80 ," 70,639 "," 90,242 "," 13,399 "," 18,144 "," 653,988 ", 10.80 , 2.04 , 13.79 , 2.77 
New Mexico,1983," 15,616 "," 22,986 "," 7,387 "," 9,364 "," 973,000 ", 1.60 , 0.75 , 2.36 , 0.96 ," 2,251 "," 3,504 "," 1,572 "," 1,814 "," 15,844 ", 14.20 , 9.92 , 22.12 , 11.45 
New York,1983," 245,674 "," 341,456 "," 83,407 "," 113,948 "," 13,252,000 ", 1.85 , 0.62 , 2.57 , 0.85 ," 93,824 "," 145,161 "," 46,542 "," 64,523 "," 1,740,121 ", 5.39 , 2.67 , 8.34 , 3.70 
North Carolina,1983," 90,757 "," 124,668 "," 52,839 "," 68,234 "," 4,514,500 ", 2.01 , 1.17 , 2.76 , 1.51 ," 28,841 "," 44,486 "," 22,406 "," 30,316 "," 913,666 ", 3.15 , 2.45 , 4.86 , 3.31 
North Dakota,1983," 8,713 "," 10,581 "," 1,867 "," 2,277 "," 485,500 ", 1.79 , 0.38 , 2.17 , 0.46 , 193 , 251 , 84 , 96 ," 2,048 ", 9.45 , 4.10 , 12.28 , 4.73 
Ohio,1983," 188,645 "," 237,349 "," 67,027 "," 85,034 "," 7,837,500 ", 2.40 , 0.85 , 3.02 , 1.08 ," 72,023 "," 99,314 "," 25,007 "," 35,234 "," 744,755 ", 9.67 , 3.35 , 13.33 , 4.73 
Oklahoma,1983," 84,545 "," 103,535 "," 23,393 "," 30,821 "," 2,373,000 ", 3.56 , 0.98 , 4.36 , 1.29 ," 16,781 "," 21,250 "," 5,611 "," 7,845 "," 134,512 ", 12.47 , 4.17 , 15.79 , 5.83 
Oregon,1983," 47,303 "," 64,239 "," 16,131 "," 20,072 "," 1,971,500 ", 2.39 , 0.81 , 3.25 , 1.01 ," 2,780 "," 3,821 "," 1,382 "," 1,767 "," 25,256 ", 11.00 , 5.47 , 15.13 , 6.99 
Pennsylvania,1983," 202,437 "," 257,469 "," 35,025 "," 46,792 "," 8,952,500 ", 2.26 , 0.39 , 2.87 , 0.52 ," 49,619 "," 68,465 "," 12,541 "," 18,528 "," 736,285 ", 6.73 , 1.70 , 9.29 , 2.51 
Rhode Island,1983," 13,600 "," 20,074 "," 2,386 "," 3,543 "," 730,500 ", 1.86 , 0.32 , 2.74 , 0.48 ," 2,435 "," 3,683 ", 395 , 714 ," 20,589 ", 11.82 , 1.92 , 17.88 , 3.46 
South Carolina,1983," 61,170 "," 79,299 "," 26,165 "," 35,741 "," 2,349,000 ", 2.60 , 1.11 , 3.37 , 1.52 ," 24,197 "," 33,306 "," 10,679 "," 15,924 "," 634,383 ", 3.81 , 1.68 , 5.25 , 2.51 
South Dakota,1983," 9,209 "," 11,384 "," 3,909 "," 4,735 "," 499,000 ", 1.84 , 0.78 , 2.28 , 0.94 , 59 , 86 , 50 , 66 ," 1,662 ", 3.57 , 3.03 , 5.20 , 3.99 
