State,Year,exfels,totfels,expris,totpris,vap,pctexfel,pctexpris,pcttotfels,pcttotpris,blkexfels,totblkfels,blkexpris,totblkpris,blkvap,blkpctexfel,blkpctexpris,pcttotblkfels,pcttotblkpris
Oregon,1996," 88,387 "," 140,018 "," 39,677 "," 48,338 "," 2,396,000 ", 3.68 , 1.65 , 5.84 , 2.01 ," 5,937 "," 10,938 "," 4,604 "," 5,790 "," 37,000 ", 16.04 , 12.44 , 29.56 , 15.64 
Pennsylvania,1996," 230,317 "," 379,616 "," 59,230 "," 93,767 "," 9,196,000 ", 2.50 , 0.64 , 4.12 , 1.01 ," 58,344 "," 119,946 "," 21,380 "," 43,017 "," 814,000 ", 7.16 , 2.62 , 14.73 , 5.28 
Rhode Island,1996," 35,801 "," 51,656 "," 4,989 "," 7,020 "," 750,000 ", 4.77 , 0.66 , 6.88 , 0.93 ," 6,926 "," 10,884 ", 968 ," 1,693 "," 29,000 ", 23.88 , 3.34 , 37.53 , 5.84 
South Carolina,1996," 100,001 "," 142,159 "," 51,527 "," 71,973 "," 2,777,000 ", 3.60 , 1.85 , 5.11 , 2.59 ," 47,349 "," 74,450 "," 26,931 "," 41,243 "," 771,000 ", 6.14 , 3.49 , 9.65 , 5.34 
South Dakota,1996," 23,600 "," 28,874 "," 6,490 "," 8,553 "," 530,000 ", 4.45 , 1.22 , 5.44 , 1.61 , 236 , 376 , 143 , 230 ," 3,000 ", 7.86 , 4.79 , 12.54 , 7.69 
Tennessee,1996," 116,927 "," 169,543 "," 44,306 "," 59,932 "," 4,021,000 ", 2.90 , 1.10 , 4.21 , 1.49 ," 47,631 "," 72,648 "," 19,929 "," 27,902 "," 589,000 ", 8.08 , 3.38 , 12.33 , 4.73 
Texas,1996," 579,148 "," 1,069,363 "," 201,700 "," 334,083 "," 13,622,000 ", 4.25 , 1.48 , 7.85 , 2.45 ," 164,881 "," 322,086 "," 70,373 "," 131,505 "," 1,564,000 ", 10.54 , 4.49 , 20.59 , 8.40 
Utah,1996," 24,425 "," 41,462 "," 10,623 "," 15,183 "," 1,323,000 ", 1.84 , 0.80 , 3.13 , 1.14 ," 1,317 "," 2,261 ", 864 ," 1,245 "," 10,000 ", 13.17 , 8.64 , 22.61 , 12.45 
Vermont,1996," 14,418 "," 18,519 "," 4,430 "," 5,549 "," 441,000 ", 3.26 , 1.00 , 4.19 , 1.25 , 91 , 132 , 45 , 59 ," 2,000 ", 4.55 , 2.25 , 6.61 , 2.99 
Virginia,1996," 177,917 "," 246,044 "," 67,090 "," 94,745 "," 5,089,000 ", 3.49 , 1.31 , 4.83 , 1.86 ," 80,760 "," 121,886 "," 34,640 "," 53,179 "," 924,000 ", 8.74 , 3.74 , 13.19 , 5.75 
Washington,1996," 171,362 "," 253,986 "," 36,232 "," 48,759 "," 4,122,000 ", 4.15 , 0.87 , 6.16 , 1.18 ," 21,434 "," 31,322 "," 5,838 "," 8,779 "," 111,000 ", 19.31 , 5.25 , 28.21 , 7.90 
West Virginia,1996," 19,717 "," 26,835 "," 7,614 "," 10,363 "," 1,414,000 ", 1.39 , 0.53 , 1.89 , 0.73 ," 1,848 "," 2,768 "," 1,048 "," 1,488 "," 40,000 ", 4.62 , 2.62 , 6.92 , 3.72 
Wisconsin,1996," 92,306 "," 135,647 "," 32,268 "," 45,259 "," 3,824,000 ", 2.41 , 0.84 , 3.54 , 1.18 ," 22,198 "," 38,553 "," 10,672 "," 17,028 "," 180,000 ", 12.33 , 5.92 , 21.41 , 9.46 
Wyoming,1996," 10,448 "," 14,805 "," 3,660 "," 5,159 "," 352,000 ", 2.96 , 1.03 , 4.20 , 1.46 , 274 , 431 , 147 , 225 ," 3,000 ", 9.16 , 4.90 , 14.36 , 7.50 
Alabama,1995," 130,698 "," 185,431 "," 50,069 "," 70,787 "," 3,178,000 ", 4.11 , 1.57 , 5.83 , 2.22 ," 55,170 "," 88,280 "," 23,229 "," 36,794 "," 732,500 ", 7.53 , 3.17 , 12.05 , 5.02 
Alaska,1995," 15,239 "," 20,244 "," 6,571 "," 8,551 "," 427,000 ", 3.56 , 1.53 , 4.74 , 2.00 ," 1,630 "," 2,246 "," 1,010 "," 1,290 "," 16,500 ", 9.88 , 6.12 , 13.61 , 7.82 
Arizona,1995," 119,550 "," 175,479 "," 38,710 "," 60,051 "," 3,008,500 ", 3.97 , 1.28 , 5.83 , 1.99 ," 15,909 "," 22,902 "," 8,137 "," 11,557 "," 82,500 ", 19.28 , 9.86 , 27.76 , 14.00 
Arkansas,1995," 42,407 "," 78,080 "," 30,346 "," 39,757 "," 1,838,500 ", 2.30 , 1.65 , 4.24 , 2.16 ," 17,818 "," 33,094 "," 12,699 "," 17,804 "," 250,000 ", 7.12 , 5.07 , 13.23 , 7.12 
California,1995," 1,177,795 "," 1,556,383 "," 486,761 "," 622,407 "," 23,179,000 ", 5.08 , 2.10 , 6.71 , 2.68 ," 284,307 "," 424,610 "," 146,958 "," 214,688 "," 1,708,500 ", 16.64 , 8.60 , 24.85 , 12.56 
Colorado,1995," 118,399 "," 150,601 "," 27,405 "," 38,468 "," 2,778,000 ", 4.26 , 0.98 , 5.42 , 1.38 ," 14,735 "," 21,474 "," 4,976 "," 7,753 "," 109,500 ", 13.45 , 4.54 , 19.61 , 7.08 
Connecticut,1995," 129,345 "," 171,887 "," 36,014 "," 45,921 "," 2,477,000 ", 5.22 , 1.45 , 6.93 , 1.85 ," 41,483 "," 57,763 "," 15,397 "," 21,699 "," 197,500 ", 21.00 , 7.79 , 29.24 , 10.98 
Delaware,1995," 13,169 "," 25,131 "," 5,646 "," 8,624 "," 540,500 ", 2.43 , 1.04 , 4.64 , 1.59 ," 6,210 "," 12,487 "," 2,797 "," 4,755 "," 90,000 ", 6.90 , 3.10 , 13.87 , 5.28 
Florida,1995," 765,173 "," 786,986 "," 194,061 "," 257,940 "," 10,949,500 ", 6.98 , 1.77 , 7.18 , 2.35 ," 264,704 "," 370,635 "," 92,170 "," 129,248 "," 1,346,500 ", 19.65 , 6.84 , 27.52 , 9.59 
Georgia,1995," 349,572 "," 618,184 "," 98,654 "," 132,920 "," 5,277,500 ", 6.62 , 1.86 , 11.71 , 2.51 ," 171,898 "," 254,142 "," 52,515 "," 75,668 "," 1,330,000 ", 12.92 , 3.94 , 19.10 , 5.68 
Hawaii,1995," 30,484 "," 175,281 "," 6,643 "," 9,067 "," 891,000 ", 3.42 , 0.74 , 19.67 , 1.01 ," 1,318 "," 1,866 ", 331 , 481 ," 23,000 ", 5.73 , 1.44 , 8.11 , 2.09 
Idaho,1995," 29,573 "," 41,992 "," 9,591 "," 12,919 "," 824,000 ", 3.58 , 1.16 , 5.09 , 1.56 , 619 , 770 , 243 , 306 ," 3,000 ", 20.66 , 8.11 , 25.67 , 10.21 
Illinois,1995," 305,790 "," 315,598 "," 108,997 "," 146,655 "," 8,738,000 ", 3.49 , 1.24 , 3.61 , 1.67 ," 119,469 "," 186,983 "," 69,001 "," 96,325 "," 1,232,000 ", 9.69 , 5.60 , 15.17 , 7.81 
Indiana,1995," 204,532 "," 318,272 "," 44,108 "," 60,233 "," 4,333,500 ", 4.71 , 1.01 , 7.34 , 1.38 ," 51,917 "," 69,113 "," 15,960 "," 22,806 "," 325,000 ", 15.97 , 4.91 , 21.26 , 7.01 
Iowa,1995," 56,581 "," 108,796 "," 21,686 "," 27,592 "," 2,125,000 ", 2.66 , 1.02 , 5.11 , 1.29 ," 4,648 "," 6,972 "," 2,059 "," 3,540 "," 37,500 ", 12.39 , 5.49 , 18.59 , 9.44 
Kansas,1995," 63,582 "," 80,242 "," 26,061 "," 33,115 "," 1,893,500 ", 3.35 , 1.37 , 4.23 , 1.74 ," 12,903 "," 19,860 "," 6,932 "," 9,711 "," 106,000 ", 12.17 , 6.53 , 18.73 , 9.16 
Kentucky,1995," 81,260 "," 101,016 "," 38,769 "," 50,829 "," 2,890,500 ", 2.81 , 1.34 , 3.49 , 1.75 ," 15,398 "," 23,517 "," 8,264 "," 12,687 "," 197,500 ", 7.79 , 4.18 , 11.90 , 6.42 
Louisiana,1995," 164,149 "," 190,910 "," 53,944 "," 79,139 "," 3,118,500 ", 5.26 , 1.72 , 6.12 , 2.53 ," 72,276 "," 125,722 "," 48,733 "," 68,219 "," 892,000 ", 8.10 , 5.46 , 14.09 , 7.64 
Maine,1995," 28,722 "," 105,987 "," 7,765 "," 9,091 "," 93,500 ", 30.71 , 8.30 , 113.35 , 9.72 , 325 , 378 , 39 , 68 ," 3,000 ", 10.85 , 1.32 , 12.60 , 2.28 
Maryland,1995," 194,806 "," 199,892 "," 63,505 "," 84,958 "," 3,782,500 ", 5.15 , 1.67 , 5.28 , 2.24 ," 107,977 "," 148,798 "," 38,397 "," 55,060 "," 961,000 ", 11.23 , 3.99 , 15.48 , 5.72 
Massachusetts,1995," 208,974 "," 267,269 "," 30,068 "," 40,423 "," 4,593,500 ", 4.54 , 0.65 , 5.81 , 0.88 ," 48,215 "," 58,639 "," 7,666 "," 11,567 "," 230,000 ", 20.96 , 3.33 , 25.49 , 5.02 
Michigan,1995," 317,490 "," 355,193 "," 79,266 "," 120,378 "," 7,025,000 ", 4.51 , 1.12 , 5.05 , 1.71 ," 60,977 "," 101,408 "," 36,329 "," 59,882 "," 957,000 ", 6.37 , 3.79 , 10.59 , 6.25 
Minnesota,1995," 145,346 "," 259,548 "," 20,124 "," 24,970 "," 3,387,000 ", 4.29 , 0.59 , 7.66 , 0.73 ," 14,592 "," 20,516 "," 4,338 "," 6,144 "," 64,000 ", 22.80 , 6.77 , 32.05 , 9.60 
Mississippi,1995," 64,611 "," 98,091 "," 25,610 "," 38,294 "," 1,933,000 ", 3.34 , 1.32 , 5.07 , 1.98 ," 35,780 "," 52,559 "," 14,397 "," 23,785 "," 620,500 ", 5.76 , 2.32 , 8.47 , 3.83 
Missouri,1995," 133,097 "," 157,421 "," 46,406 "," 65,540 "," 3,941,000 ", 3.37 , 1.17 , 3.99 , 1.66 ," 37,546 "," 62,436 "," 15,569 "," 24,767 "," 391,000 ", 9.60 , 3.98 , 15.96 , 6.33 
Montana,1995," 17,755 "," 84,538 "," 5,992 "," 7,991 "," 635,000 ", 2.79 , 0.94 , 13.31 , 1.25 , 181 , 308 , 96 , 133 ," 1,500 ", 12.13 , 6.43 , 20.58 , 8.90 
Nebraska,1995," 39,293 "," 47,967 "," 10,679 "," 13,753 "," 1,200,000 ", 3.27 , 0.88 , 3.99 , 1.14 ," 5,586 "," 7,256 "," 2,592 "," 3,572 "," 40,500 ", 13.79 , 6.40 , 17.91 , 8.82 
Nevada,1995," 33,584 "," 40,329 "," 18,128 "," 25,841 "," 1,134,000 ", 2.96 , 1.59 , 3.55 , 2.27 ," 8,511 "," 13,152 "," 5,343 "," 7,460 "," 69,000 ", 12.33 , 7.74 , 19.06 , 10.81 
New Hamp,1995," 21,938 "," 39,677 "," 4,203 "," 6,217 "," 851,500 ", 2.57 , 0.49 , 4.65 , 0.73 , 977 ," 1,355 ", 164 , 293 ," 4,000 ", 24.44 , 4.10 , 33.89 , 7.32 
New Jersey,1995," 209,974 "," 215,505 "," 76,020 "," 103,086 "," 5,989,500 ", 3.50 , 1.26 , 3.59 , 1.72 ," 96,670 "," 187,334 "," 38,765 "," 57,561 "," 807,000 ", 11.97 , 4.80 , 23.21 , 7.13 
New Mexico,1995," 46,028 "," 200,487 "," 14,449 "," 18,527 "," 1,188,500 ", 3.87 , 1.21 , 16.86 , 1.55 ," 6,646 "," 7,649 "," 2,603 "," 3,114 "," 21,500 ", 30.91 , 12.10 , 35.57 , 14.48 
New York,1995," 335,345 "," 346,675 "," 169,828 "," 238,317 "," 13,612,500 ", 2.46 , 1.24 , 2.54 , 1.75 ," 147,150 "," 262,135 "," 107,303 "," 144,530 "," 2,270,000 ", 6.48 , 4.72 , 11.54 , 6.36 
North Carolina,1995," 179,467 "," 390,044 "," 112,743 "," 141,996 "," 5,431,500 ", 3.30 , 2.07 , 7.18 , 2.61 ," 75,797 "," 123,880 "," 56,373 "," 75,758 "," 1,107,000 ", 6.84 , 5.09 , 11.19 , 6.84 
North Dakota,1995," 11,284 "," 92,121 "," 2,973 "," 3,581 "," 470,000 ", 2.40 , 0.63 , 19.60 , 0.76 , 212 , 281 , 91 , 109 ," 2,500 ", 8.50 , 3.66 , 11.26 , 4.38 
Ohio,1995," 331,486 "," 334,127 "," 129,403 "," 174,066 "," 8,335,500 ", 3.97 , 1.55 , 4.00 , 2.08 ," 147,849 "," 194,931 "," 56,853 "," 81,474 "," 855,500 ", 17.28 , 6.64 , 22.78 , 9.52 
Oklahoma,1995," 123,987 "," 217,947 "," 37,759 "," 55,910 "," 2,406,500 ", 5.15 , 1.56 , 9.05 , 2.32 ," 27,346 "," 40,763 "," 10,360 "," 17,153 "," 162,500 ", 16.82 , 6.37 , 25.08 , 10.55 
Oregon,1995," 82,173 "," 126,120 "," 37,024 "," 44,910 "," 2,353,500 ", 3.49 , 1.57 , 5.35 , 1.90 ," 5,206 "," 10,198 "," 4,263 "," 5,357 "," 36,000 ", 14.46 , 11.84 , 28.33 , 14.88 
Pennsylvania,1995," 222,598 "," 272,313 "," 57,319 "," 89,729 "," 9,204,000 ", 2.41 , 0.62 , 2.95 , 0.97 ," 53,459 "," 114,523 "," 20,550 "," 40,845 "," 809,000 ", 6.60 , 2.54 , 14.15 , 5.04 
Rhode Island,1995," 34,472 "," 178,556 "," 4,748 "," 6,601 "," 757,000 ", 4.55 , 0.62 , 23.58 , 0.87 ," 6,804 "," 10,119 ", 897 ," 1,542 "," 29,000 ", 23.46 , 3.09 , 34.89 , 5.31 
South Carolina,1995," 90,748 "," 105,259 "," 49,228 "," 68,839 "," 2,758,500 ", 3.28 , 1.78 , 3.81 , 2.49 ," 41,749 "," 69,624 "," 25,273 "," 38,967 "," 762,000 ", 5.47 , 3.31 , 9.13 , 5.11 
South Dakota,1995," 21,988 "," 66,260 "," 6,215 "," 8,056 "," 526,000 ", 4.18 , 1.18 , 12.59 , 1.53 , 209 , 330 , 127 , 196 ," 2,500 ", 8.38 , 5.09 , 13.21 , 7.85 
Tennessee,1995," 108,271 "," 113,410 "," 40,914 "," 56,120 "," 3,967,000 ", 2.72 , 1.03 , 2.85 , 1.41 ," 43,817 "," 67,157 "," 18,021 "," 25,363 "," 578,000 ", 7.58 , 3.11 , 11.61 , 4.38 
Texas,1995," 549,568 "," 600,335 "," 201,711 "," 329,477 "," 13,394,000 ", 4.10 , 1.50 , 4.48 , 2.45 ," 164,649 "," 311,759 "," 70,578 "," 130,584 "," 1,531,500 ", 10.75 , 4.60 , 20.35 , 8.52 
Utah,1995," 25,898 "," 493,785 "," 9,056 "," 12,484 "," 1,284,500 ", 2.01 , 0.70 , 38.44 , 0.97 ," 1,330 "," 2,092 ", 815 ," 1,110 "," 9,500 ", 14.00 , 8.58 , 22.02 , 11.69 
Vermont,1995," 13,340 "," 25,821 "," 3,857 "," 4,905 "," 435,000 ", 3.06 , 0.88 , 5.93 , 1.12 , 70 , 124 , 44 , 57 ," 1,000 ", 7.00 , 4.48 , 12.47 , 5.71 
Virginia,1995," 166,175 "," 170,401 "," 64,133 "," 91,548 "," 5,028,000 ", 3.30 , 1.27 , 3.38 , 1.82 ," 74,948 "," 111,678 "," 33,002 "," 51,518 "," 907,500 ", 8.25 , 3.63 , 12.30 , 5.67 
Washington,1995," 160,650 "," 224,129 "," 34,447 "," 46,055 "," 4,061,000 ", 3.95 , 0.84 , 5.51 , 1.13 ," 18,672 "," 29,775 "," 5,547 "," 8,270 "," 109,500 ", 17.05 , 5.06 , 27.19 , 7.55 
West Virginia,1995," 20,190 "," 99,551 "," 7,437 "," 9,949 "," 1,401,500 ", 1.44 , 0.53 , 7.10 , 0.70 ," 1,775 "," 2,721 "," 1,012 "," 1,439 "," 39,000 ", 4.55 , 2.59 , 6.97 , 3.69 
Wisconsin,1995," 90,315 "," 97,173 "," 31,143 "," 42,342 "," 3,800,500 ", 2.37 , 0.81 , 2.55 , 1.11 ," 21,100 "," 35,757 "," 9,985 "," 15,375 "," 176,000 ", 11.98 , 5.67 , 20.31 , 8.73 
Wyoming,1995," 11,032 "," 50,053 "," 3,555 "," 4,950 "," 347,500 ", 3.17 , 1.02 , 14.40 , 1.42 , 291 , 411 , 144 , 217 ," 2,500 ", 11.64 , 5.76 , 16.46 , 8.68 
Alabama,1994," 140,267 "," 183,243 "," 47,734 "," 67,307 "," 3,138,000 ", 4.46 , 1.52 , 5.83 , 2.14 ," 59,916 "," 86,480 "," 22,028 "," 34,819 "," 721,000 ", 8.31 , 3.05 , 11.99 , 4.82 
Alaska,1994," 14,103 "," 19,930 "," 6,509 "," 8,481 "," 429,000 ", 3.28 , 1.51 , 4.64 , 1.97 ," 1,538 "," 2,205 ", 999 ," 1,280 "," 16,000 ", 9.61 , 6.24 , 13.78 , 8.00 
Arizona,1994," 106,599 "," 165,050 "," 36,007 "," 55,753 "," 2,923,000 ", 3.64 , 1.23 , 5.64 , 1.90 ," 16,775 "," 21,884 "," 8,010 "," 11,380 "," 80,000 ", 20.96 , 10.01 , 27.35 , 14.22 
Arkansas,1994," 40,036 "," 70,927 "," 28,564 "," 37,207 "," 1,817,000 ", 2.20 , 1.57 , 3.90 , 2.04 ," 16,502 "," 30,561 "," 12,024 "," 16,955 "," 247,000 ", 6.68 , 4.86 , 12.37 , 6.86 
California,1994," 1,114,950 "," 1,475,523 "," 433,342 "," 558,947 "," 23,225,000 ", 4.80 , 1.86 , 6.35 , 2.40 ," 280,681 "," 379,194 "," 138,807 "," 180,096 "," 1,701,000 ", 16.50 , 8.16 , 22.29 , 10.58 
Colorado,1994," 113,289 "," 144,828 "," 25,521 "," 36,238 "," 2,713,000 ", 4.17 , 0.94 , 5.33 , 1.33 ," 12,899 "," 20,003 "," 4,369 "," 7,048 "," 106,000 ", 12.16 , 4.12 , 18.87 , 6.64 
Connecticut,1994," 121,366 "," 163,389 "," 36,804 "," 47,292 "," 2,486,000 ", 4.88 , 1.48 , 6.57 , 1.90 ," 40,590 "," 55,512 "," 16,042 "," 22,683 "," 196,000 ", 20.70 , 8.18 , 28.32 , 11.57 
Delaware,1994," 12,150 "," 23,779 "," 5,404 "," 8,250 "," 534,000 ", 2.27 , 1.01 , 4.45 , 1.54 ," 5,748 "," 11,833 "," 2,668 "," 4,577 "," 88,000 ", 6.53 , 3.03 , 13.44 , 5.20 
Florida,1994," 805,828 "," 1,027,380 "," 192,725 "," 249,893 "," 10,856,000 ", 7.42 , 1.77 , 9.46 , 2.30 ," 257,514 "," 349,832 "," 91,983 "," 125,811 "," 1,318,000 ", 19.53 , 6.97 , 26.54 , 9.54 
Georgia,1994," 330,325 "," 470,891 "," 94,218 "," 127,643 "," 5,159,000 ", 6.40 , 1.82 , 9.12 , 2.47 ," 161,065 "," 241,104 "," 49,786 "," 72,459 "," 1,292,000 ", 12.46 , 3.85 , 18.66 , 5.60 
Hawaii,1994," 30,256 "," 41,653 "," 5,874 "," 8,213 "," 900,000 ", 3.36 , 0.65 , 4.62 , 0.91 ," 1,307 "," 1,844 ", 303 , 451 ," 22,000 ", 5.94 , 1.37 , 8.38 , 2.05 
Idaho,1994," 25,636 "," 34,610 "," 8,693 "," 11,504 "," 803,000 ", 3.19 , 1.08 , 4.31 , 1.43 , 599 , 702 , 239 , 281 ," 2,000 ", 29.96 , 11.98 , 35.10 , 14.06 
Illinois,1994," 294,077 "," 403,340 "," 101,082 "," 137,643 "," 8,712,000 ", 3.37 , 1.16 , 4.62 , 1.57 ," 112,002 "," 176,969 "," 62,604 "," 89,204 "," 1,219,000 ", 9.18 , 5.13 , 14.51 , 7.31 
Indiana,1994," 198,394 "," 246,538 "," 41,436 "," 56,450 "," 4,298,000 ", 4.61 , 0.96 , 5.73 , 1.31 ," 49,345 "," 65,291 "," 14,499 "," 20,741 "," 319,000 ", 15.46 , 4.54 , 20.46 , 6.50 
Iowa,1994," 54,769 "," 70,310 "," 20,538 "," 25,975 "," 2,112,000 ", 2.59 , 0.97 , 3.32 , 1.22 ," 4,506 "," 6,693 "," 2,022 "," 3,399 "," 37,000 ", 12.17 , 5.46 , 18.08 , 9.18 
Kansas,1994," 55,880 "," 80,889 "," 25,209 "," 31,580 "," 1,889,000 ", 2.95 , 1.33 , 4.28 , 1.67 ," 12,363 "," 19,588 "," 6,578 "," 9,088 "," 105,000 ", 11.77 , 6.26 , 18.65 , 8.65 
Kentucky,1994," 80,578 "," 103,203 "," 36,862 "," 47,928 "," 2,857,000 ", 2.82 , 1.29 , 3.61 , 1.67 ," 14,916 "," 21,907 "," 7,594 "," 11,647 "," 194,000 ", 7.68 , 3.91 , 11.29 , 6.00 
Louisiana,1994," 106,971 "," 180,552 "," 49,067 "," 73,130 "," 3,100,000 ", 3.45 , 1.58 , 5.82 , 2.35 ," 66,526 "," 117,515 "," 44,296 "," 62,854 "," 882,000 ", 7.54 , 5.02 , 13.32 , 7.12 
Maine,1994," 28,756 "," 34,013 "," 7,650 "," 9,124 "," 931,000 ", 3.08 , 0.82 , 3.65 , 0.98 , 333 , 384 , 37 , 66 ," 2,000 ", 16.68 , 1.89 , 19.20 , 3.34 
Maryland,1994," 191,398 "," 249,047 "," 60,976 "," 81,974 "," 3,754,000 ", 5.09 , 1.62 , 6.63 , 2.18 ," 105,879 "," 145,992 "," 36,475 "," 52,701 "," 940,000 ", 11.26 , 3.88 , 15.53 , 5.60 
Massachusetts,1994," 178,181 "," 241,616 "," 27,662 "," 39,058 "," 4,564,000 ", 3.90 , 0.60 , 5.29 , 0.85 ," 40,557 "," 57,700 "," 6,881 "," 11,237 "," 226,000 ", 17.94 , 3.04 , 25.53 , 4.97 
Michigan,1994," 326,017 "," 436,730 "," 76,797 "," 117,428 "," 6,983,000 ", 4.66 , 1.09 , 6.25 , 1.68 ," 63,608 "," 101,570 "," 34,972 "," 58,332 "," 942,000 ", 6.75 , 3.71 , 10.78 , 6.19 
Minnesota,1994," 138,980 "," 171,720 "," 19,261 "," 23,836 "," 3,362,000 ", 4.13 , 0.57 , 5.10 , 0.70 ," 13,521 "," 19,033 "," 3,986 "," 5,675 "," 63,000 ", 21.46 , 6.32 , 30.21 , 9.00 
Mississippi,1994," 62,928 "," 85,556 "," 24,687 "," 35,617 "," 1,905,000 ", 3.30 , 1.29 , 4.49 , 1.86 ," 34,735 "," 50,113 "," 13,746 "," 21,893 "," 609,000 ", 5.70 , 2.25 , 8.22 , 3.59 
Missouri,1994," 127,000 "," 188,676 "," 44,966 "," 62,864 "," 3,902,000 ", 3.25 , 1.15 , 4.83 , 1.61 ," 35,504 "," 58,417 "," 15,003 "," 23,634 "," 385,000 ", 9.22 , 3.89 , 15.17 , 6.13 
Montana,1994," 19,881 "," 25,203 "," 5,884 "," 7,678 "," 623,000 ", 3.19 , 0.94 , 4.04 , 1.23 , 210 , 288 , 97 , 130 ," 1,000 ", 21.06 , 9.71 , 28.81 , 13.06 
Nebraska,1994," 34,505 "," 45,687 "," 10,417 "," 13,128 "," 1,192,000 ", 2.89 , 0.87 , 3.83 , 1.10 ," 4,719 "," 7,074 "," 2,510 "," 3,410 "," 40,000 ", 11.79 , 6.27 , 17.68 , 8.52 
Nevada,1994," 29,713 "," 47,204 "," 16,825 "," 23,818 "," 1,088,000 ", 2.73 , 1.54 , 4.33 , 2.18 ," 7,651 "," 12,224 "," 5,024 "," 7,013 "," 66,000 ", 11.59 , 7.61 , 18.52 , 10.62 
New Hamp,1994," 20,690 "," 26,259 "," 3,729 "," 5,750 "," 843,000 ", 2.45 , 0.44 , 3.11 , 0.68 , 824 ," 1,216 ", 130 , 231 ," 3,000 ", 27.48 , 4.34 , 40.55 , 7.71 
New Jersey,1994," 194,857 "," 343,129 "," 72,605 "," 97,237 "," 5,974,000 ", 3.26 , 1.21 , 5.74 , 1.62 ," 86,866 "," 174,114 "," 36,606 "," 53,755 "," 795,000 ", 10.92 , 4.60 , 21.90 , 6.76 
New Mexico,1994," 44,758 "," 54,016 "," 13,970 "," 17,682 "," 1,167,000 ", 3.83 , 1.19 , 4.62 , 1.51 ," 6,523 "," 7,627 "," 2,632 "," 3,069 "," 21,000 ", 31.06 , 12.53 , 36.31 , 14.61 
New York,1994," 325,845 "," 531,794 "," 160,879 "," 227,629 "," 13,646,000 ", 2.38 , 1.17 , 3.89 , 1.66 ," 140,043 "," 253,303 "," 100,527 "," 137,644 "," 2,248,000 ", 6.22 , 4.47 , 11.26 , 6.12 
North Carolina,1994," 168,926 "," 242,802 "," 108,726 "," 132,374 "," 5,364,000 ", 3.14 , 2.02 , 4.52 , 2.46 ," 69,291 "," 112,768 "," 53,696 "," 69,282 "," 1,088,000 ", 6.36 , 4.93 , 10.36 , 6.36 
North Dakota,1994," 10,861 "," 13,243 "," 2,828 "," 3,364 "," 467,000 ", 2.32 , 0.60 , 2.83 , 0.72 , 199 , 253 , 79 , 97 ," 2,000 ", 9.98 , 3.95 , 12.68 , 4.85 
Ohio,1994," 319,648 "," 402,284 "," 123,096 "," 166,170 "," 8,313,000 ", 3.84 , 1.48 , 4.83 , 1.99 ," 142,319 "," 183,701 "," 53,293 "," 77,180 "," 845,000 ", 16.84 , 6.30 , 21.73 , 9.13 
Oklahoma,1994," 119,961 "," 161,741 "," 37,203 "," 53,834 "," 2,394,000 ", 5.01 , 1.55 , 6.75 , 2.24 ," 26,188 "," 38,755 "," 10,111 "," 16,393 "," 161,000 ", 16.26 , 6.28 , 24.07 , 10.18 
Oregon,1994," 78,135 "," 125,343 "," 34,816 "," 41,752 "," 2,311,000 ", 3.38 , 1.50 , 5.42 , 1.80 ," 4,792 "," 9,491 "," 3,937 "," 4,903 "," 35,000 ", 13.69 , 11.24 , 27.11 , 14.01 
Pennsylvania,1994," 189,207 "," 323,736 "," 56,121 "," 84,423 "," 9,212,000 ", 2.05 , 0.60 , 3.51 , 0.91 ," 51,528 "," 108,785 "," 20,007 "," 38,660 "," 804,000 ", 6.40 , 2.48 , 13.53 , 4.80 
Rhode Island,1994," 32,056 "," 46,092 "," 4,425 "," 6,332 "," 764,000 ", 4.19 , 0.57 , 6.03 , 0.82 ," 6,210 "," 9,471 ", 814 ," 1,461 "," 29,000 ", 21.41 , 2.80 , 32.66 , 5.03 
South Carolina,1994," 88,268 "," 128,905 "," 46,954 "," 65,953 "," 2,740,000 ", 3.22 , 1.71 , 4.70 , 2.40 ," 39,886 "," 65,515 "," 23,667 "," 36,881 "," 753,000 ", 5.29 , 3.14 , 8.70 , 4.89 
South Dakota,1994," 20,647 "," 25,301 "," 5,976 "," 7,684 "," 522,000 ", 3.95 , 1.14 , 4.84 , 1.47 , 193 , 295 , 111 , 171 ," 2,000 ", 9.65 , 5.56 , 14.75 , 8.56 
Tennessee,1994," 99,728 "," 149,114 "," 38,640 "," 53,041 "," 3,913,000 ", 2.54 , 0.98 , 3.81 , 1.35 ," 39,770 "," 62,930 "," 16,876 "," 24,045 "," 567,000 ", 7.01 , 2.97 , 11.09 , 4.24 
Texas,1994," 499,495 "," 951,291 "," 192,706 "," 310,901 "," 13,166,000 ", 3.79 , 1.46 , 7.22 , 2.36 ," 155,507 "," 284,541 "," 67,089 "," 110,515 "," 1,499,000 ", 10.37 , 4.47 , 18.98 , 7.37 
Utah,1994," 24,700 "," 35,911 "," 9,057 "," 12,102 "," 1,246,000 ", 1.98 , 0.72 , 2.88 , 0.97 ," 1,243 "," 1,967 ", 761 ," 1,035 "," 9,000 ", 13.81 , 8.46 , 21.85 , 11.50 
Vermont,1994," 12,982 "," 17,286 "," 3,692 "," 4,993 "," 429,000 ", 3.02 , 0.86 , 4.02 , 1.16 , 77 , 129 , 45 , 75 ," 1,000 ", 7.70 , 4.50 , 12.99 , 7.50 
